season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2013/2014,Jermain Defoe,Tottenham Hotspur,81,ST,England,EPL,3,4,,,169cm,70kg,31
2013/2014,Fernandinho,Manchester City,81,CM,Brazil,EPL,3,4,,,176cm,67kg,29
2013/2014,Michel Vorm,Swansea City,81,GK,Netherlands,EPL,1,3,,,183cm,87kg,30
2013/2014,James Milner,Manchester City,81,RM,England,EPL,3,4,,,176cm,70kg,28
2013/2014,Joleon Lescott,Manchester City,81,CB,England,EPL,2,3,,,188cm,89kg,31
2013/2014,Gaël Clichy,Manchester City,81,LB,France,EPL,2,4,,,176cm,65kg,28
2013/2014,Thomas Vermaelen,Arsenal,81,CB,Belgium,EPL,2,3,,,183cm,81kg,28
2013/2014,Moussa Dembélé,Tottenham Hotspur,81,CM,Belgium,EPL,4,2,,,185cm,82kg,26
2013/2014,Theo Walcott,Arsenal,81,RM,England,EPL,3,3,,,175cm,68kg,25
2013/2014,Laurent Koscielny,Arsenal,81,CB,France,EPL,2,3,,,185cm,75kg,28
2013/2014,Martin Škrtel,Liverpool,81,CB,Slovakia,EPL,2,2,,,191cm,81kg,29
2013/2014,Erik Lamela,Tottenham Hotspur,81,RW,Argentina,EPL,3,3,,,183cm,70kg,22
2013/2014,Asmir Begovic,Stoke City,81,GK,Bosnia Herzegovina,EPL,1,2,,,200cm,83kg,26
2013/2014,Lucas Leiva,Liverpool,81,CDM,Brazil,EPL,2,3,,,179cm,73kg,27
2013/2014,Marouane Fellaini,Manchester United,81,CDM,Belgium,EPL,3,3,,,194cm,85kg,26
2013/2014,Demba Ba,Chelsea,81,ST,Senegal,EPL,3,3,,,189cm,84kg,29
2013/2014,Mamadou Sakho,Liverpool,81,CB,France,EPL,2,2,,,187cm,83kg,24
2013/2014,Paulinho,Tottenham Hotspur,81,CM,Brazil,EPL,3,3,,,180cm,77kg,25
2013/2014,Sandro,Tottenham Hotspur,81,CDM,Brazil,EPL,3,3,,,187cm,75kg,25
2013/2014,Ryan Giggs,Manchester United,80,CAM,Wales,EPL,3,2,,,179cm,71kg,40
2013/2014,Nicolas Anelka,West Bromwich Albion,80,ST,France,EPL,3,3,,,186cm,80kg,35
2013/2014,Tomáš Rosický,Arsenal,80,CAM,Czech Republic,EPL,3,3,,,179cm,65kg,33
2013/2014,Steven Pienaar,Everton,80,LM,South Africa,EPL,4,4,,,170cm,66kg,32
2013/2014,Emmanuel Adebayor,Tottenham Hotspur,80,ST,Togo,EPL,4,3,,,191cm,82kg,30
2013/2014,Per Mertesacker,Arsenal,80,CB,Germany,EPL,2,3,,,198cm,90kg,29
2013/2014,Phil Jagielka,Everton,80,CB,England,EPL,2,3,,,180cm,83kg,31
2013/2014,Kolo Touré,Liverpool,80,CB,Ivory Coast,EPL,2,3,,,183cm,76kg,33
2013/2014,Lukas Podolski,Arsenal,80,LM,Germany,EPL,3,2,,,182cm,83kg,28
2013/2014,Aaron Lennon,Tottenham Hotspur,80,RM,England,EPL,3,3,,,165cm,63kg,27
2013/2014,Younès Kaboul,Tottenham Hotspur,80,CB,France,EPL,2,3,,,191cm,87kg,28
2013/2014,Bacary Sagna,Arsenal,80,RB,France,EPL,3,4,,,176cm,72kg,31
2013/2014,Gary Cahill,Chelsea,80,CB,England,EPL,2,3,,,188cm,86kg,28
2013/2014,Daniel Sturridge,Liverpool,80,ST,England,EPL,4,2,,,183cm,76kg,24
2013/2014,Kevin Mirallas,Everton,80,RM,Belgium,EPL,4,4,,,178cm,70kg,26
2013/2014,Simon Mignolet,Liverpool,80,GK,Belgium,EPL,1,2,,,193cm,87kg,26
2013/2014,Branislav Ivanović,Chelsea,80,RB,Serbia,EPL,2,3,,,188cm,91kg,30
2013/2014,Olivier Giroud,Arsenal,80,ST,France,EPL,2,3,,,192cm,88kg,27
2013/2014,Pablo Daniel Osvaldo,Southampton,80,ST,Italy,EPL,3,3,,,183cm,81kg,28
2013/2014,Ramires Santos do Nascimen.,Chelsea,80,CDM,Brazil,EPL,3,3,,,180cm,70kg,27
2013/2014,Coutinho,Liverpool,80,CAM,Brazil,EPL,4,4,,,171cm,72kg,21
2013/2014,Wilfried Bony,Swansea City,80,ST,Ivory Coast,EPL,3,4,,,182cm,88kg,25
2013/2014,Kevin De Bruyne,Chelsea,80,CAM,Belgium,EPL,4,5,,,181cm,76kg,22
2013/2014,André Schürrle,Chelsea,80,LM,Germany,EPL,4,4,,,184cm,74kg,23
2013/2014,Gastón Ramírez,Southampton,80,CAM,Uruguay,EPL,4,3,,,183cm,78kg,23
2013/2014,Mark Schwarzer,Chelsea,79,GK,Australia,EPL,1,3,,,195cm,95kg,41
2013/2014,Gareth Barry,Everton,79,CDM,England,EPL,2,3,,,183cm,79kg,33
2013/2014,Brad Friedel,Tottenham Hotspur,79,GK,United States,EPL,1,2,,,188cm,92kg,43
2013/2014,Michael Dawson,Tottenham Hotspur,79,CB,England,EPL,2,3,,,188cm,76kg,30
2013/2014,Glen Johnson,Liverpool,79,RB,England,EPL,3,5,,,182cm,70kg,29
2013/2014,Darren Fletcher,Manchester United,79,CM,Scotland,EPL,2,3,,,184cm,84kg,30
2013/2014,Ben Arfa,Newcastle United,79,RM,France,EPL,5,3,,,178cm,76kg,27
2013/2014,Javi García,Manchester City,79,CDM,Spain,EPL,2,3,,,186cm,80kg,27
2013/2014,Ashley Williams,Swansea City,79,CB,Wales,EPL,2,3,,,183cm,71kg,29
2013/2014,John Obi Mikel,Chelsea,79,CDM,Nigeria,EPL,2,3,,,188cm,83kg,27
2013/2014,Brad Guzan,Aston Villa,79,GK,United States,EPL,1,2,,,193cm,95kg,29
2013/2014,Miguel Pérez Cuesta,Swansea City,79,ST,Spain,EPL,3,3,,,185cm,80kg,28
2013/2014,Jonny Evans,Manchester United,79,CB,Northern Ireland,EPL,2,3,,,188cm,82kg,26
2013/2014,Micah Richards,Manchester City,79,RB,England,EPL,2,3,,,181cm,83kg,25
2013/2014,Tim Krul,Newcastle United,79,GK,Netherlands,EPL,1,2,,,193cm,83kg,26
2013/2014,José Enrique Sánchez Díaz,Liverpool,79,LB,Spain,EPL,3,2,,,184cm,76kg,28
2013/2014,Cheick Tioté,Newcastle United,79,CDM,Ivory Coast,EPL,3,3,,,180cm,86kg,27
2013/2014,Cissé,Newcastle United,79,ST,Senegal,EPL,3,4,,,183cm,73kg,28
2013/2014,Etienne Capoue,Tottenham Hotspur,79,CDM,France,EPL,2,3,,,189cm,80kg,25
2013/2014,Loïc Rémy,Newcastle United,79,ST,France,EPL,4,3,,,184cm,76kg,27
2013/2014,Christian Benteke,Aston Villa,79,ST,Belgium,EPL,3,4,,,192cm,86kg,23
2013/2014,Wojciech Szczesny,Arsenal,79,GK,Poland,EPL,1,3,,,195cm,84kg,24
2013/2014,Kyle Walker,Tottenham Hotspur,79,RB,England,EPL,3,2,,,178cm,74kg,23
2013/2014,John Heitinga,Everton,78,CB,Netherlands,EPL,2,3,,,180cm,72kg,30
2013/2014,Stewart Downing,West Ham United,78,RM,England,EPL,3,3,,,180cm,65kg,29
2013/2014,Arouna Koné,Everton,78,ST,Ivory Coast,EPL,4,4,,,182cm,81kg,30
2013/2014,Anders Lindegaard,Manchester United,78,GK,Denmark,EPL,1,3,,,193cm,79kg,30
2013/2014,Mathieu Debuchy,Newcastle United,78,RB,France,EPL,3,3,,,176cm,76kg,28
2013/2014,Ben Foster,West Bromwich Albion,78,GK,England,EPL,1,3,,,193cm,90kg,31
2013/2014,Stéphane Sessègnon,West Bromwich Albion,78,CAM,Benin,EPL,4,3,,,172cm,72kg,29
2013/2014,Emiliano Viviano,Arsenal,78,GK,Italy,EPL,1,2,,,195cm,88kg,28
2013/2014,Ryan Shawcross,Stoke City,78,CB,England,EPL,2,3,,,191cm,76kg,26
2013/2014,Adam Lallana,Southampton,78,CAM,England,EPL,4,5,,,173cm,72kg,26
2013/2014,Yacob,West Bromwich Albion,78,CDM,Argentina,EPL,2,3,,,181cm,73kg,26
2013/2014,Aleksandar Kolarov,Manchester City,78,LB,Serbia,EPL,2,3,,,187cm,83kg,28
2013/2014,Kieran Gibbs,Arsenal,78,LB,England,EPL,3,2,,,180cm,70kg,24
2013/2014,Danny Welbeck,Manchester United,78,ST,England,EPL,3,3,,,185cm,73kg,23
2013/2014,Steven N'Zonzi,Stoke City,78,CDM,France,EPL,3,3,,,190cm,75kg,25
2013/2014,Lewis Holtby,Tottenham Hotspur,78,CAM,Germany,EPL,4,4,,,176cm,72kg,23
2013/2014,Tom Cleverley,Manchester United,78,CM,England,EPL,3,3,,,175cm,67kg,24
2013/2014,Chris Smalling,Manchester United,78,CB,England,EPL,2,3,,,192cm,82kg,24
2013/2014,Phil Jones,Manchester United,78,CB,England,EPL,2,3,,,188cm,71kg,22
2013/2014,Dejan Lovren,Southampton,78,CB,Croatia,EPL,2,4,,,188cm,84kg,24
2013/2014,Nacer Chadli,Tottenham Hotspur,78,LM,Belgium,EPL,3,3,,,187cm,80kg,24
2013/2014,Joe Cole,West Ham United,77,RM,England,EPL,4,4,,,175cm,70kg,32
2013/2014,Sylvain Distin,Everton,77,CB,France,EPL,2,2,,,192cm,88kg,36
2013/2014,Peter Crouch,Stoke City,77,ST,England,EPL,3,3,,,201cm,84kg,33
2013/2014,Gomes,Tottenham Hotspur,77,GK,Brazil,EPL,1,2,,,191cm,91kg,33
2013/2014,Robert Huth,Stoke City,77,CB,Germany,EPL,2,3,,,191cm,88kg,29
2013/2014,Yoan Gouffran,Newcastle United,77,LM,France,EPL,3,3,,,176cm,76kg,28
2013/2014,Mathieu Flamini,Arsenal,77,CDM,France,EPL,2,3,,,178cm,67kg,30
2013/2014,Abou Diaby,Arsenal,77,CM,France,EPL,3,3,,,188cm,76kg,28
2013/2014,Matt Jarvis,West Ham United,77,LM,England,EPL,3,5,,,170cm,72kg,28
2013/2014,Adam Johnson,Sunderland,77,RM,England,EPL,4,4,,,175cm,63kg,26
2013/2014,Anderson Luis de Abreu Oliveira,Manchester United,77,CM,Brazil,EPL,3,2,,,176cm,69kg,26
2013/2014,Ron Vlaar,Aston Villa,77,CB,Netherlands,EPL,2,4,,,189cm,79kg,29
2013/2014,Darron Gibson,Everton,77,CM,Republic of Ireland,EPL,2,4,,,183cm,80kg,26
2013/2014,Jozy Altidore,Sunderland,77,ST,United States,EPL,3,4,,,186cm,79kg,24
2013/2014,Morgan Schneiderlin,Southampton,77,CDM,France,EPL,2,3,,,181cm,75kg,24
2013/2014,Nacho Monreal,Arsenal,77,LB,Spain,EPL,2,2,,,178cm,72kg,28
2013/2014,Pablo Hernández,Swansea City,77,LW,Spain,EPL,4,3,,,173cm,72kg,29
2013/2014,Mapou Yanga-M'Biwa,Newcastle United,77,CB,France,EPL,2,3,,,184cm,77kg,25
2013/2014,Nikica Jelavic,Everton,77,ST,Croatia,EPL,3,4,,,187cm,84kg,28
2013/2014,Andy Carroll,West Ham United,77,ST,England,EPL,2,3,,,191cm,79kg,25
2013/2014,Jack Rodwell,Manchester City,77,CM,England,EPL,3,4,,,188cm,71kg,23
2013/2014,Azpilicueta,Chelsea,77,LB,Spain,EPL,3,3,,,178cm,76kg,24
2013/2014,Joe Allen,Liverpool,77,CM,Wales,EPL,3,3,,,168cm,62kg,24
2013/2014,Aaron Ramsey,Arsenal,77,CM,Wales,EPL,3,3,,,178cm,73kg,23
2013/2014,Rafael,Manchester United,77,RB,Brazil,EPL,3,4,,,172cm,78kg,23
2013/2014,José Cañas,Swansea City,77,CDM,Spain,EPL,2,3,,,177cm,64kg,26
2013/2014,Romelu Lukaku,Everton,77,ST,Belgium,EPL,3,4,,,190cm,94kg,21
2013/2014,Emanuele Giaccherini,Sunderland,77,LM,Italy,EPL,3,3,,,167cm,60kg,29
2013/2014,Alex Oxlade-Chamberlain,Arsenal,77,RM,England,EPL,4,4,,,175cm,70kg,20
2013/2014,Matija Nastasic,Manchester City,77,CB,Serbia,EPL,2,3,,,187cm,79kg,21
2013/2014,Shay Given,Aston Villa,76,GK,Republic of Ireland,EPL,1,3,,,185cm,85kg,38
2013/2014,Wes Brown,Sunderland,76,CB,England,EPL,2,3,,,185cm,77kg,34
2013/2014,Rickie Lambert,Southampton,76,ST,England,EPL,2,4,,,188cm,77kg,32
2013/2014,Jonas Olsson,West Bromwich Albion,76,CB,Sweden,EPL,2,3,,,193cm,84kg,31
2013/2014,Matthew Etherington,Stoke City,76,LM,England,EPL,3,2,,,178cm,64kg,32
2013/2014,Tom Huddlestone,Hull City,76,CM,England,EPL,3,5,,,188cm,78kg,27
2013/2014,Diego Lugano,West Bromwich Albion,76,CB,Uruguay,EPL,2,2,,,188cm,84kg,33
2013/2014,Leon Britton,Swansea City,76,CM,England,EPL,3,3,,,168cm,65kg,31
2013/2014,Àngel Rangel,Swansea City,76,RB,Spain,EPL,3,3,,,186cm,82kg,31
2013/2014,Steven Taylor,Newcastle United,76,CB,England,EPL,2,3,,,186cm,91kg,28
2013/2014,Steven Fletcher,Sunderland,76,ST,Scotland,EPL,2,3,,,186cm,76kg,27
2013/2014,Lukasz Fabianski,Arsenal,76,GK,Poland,EPL,1,2,,,190cm,83kg,29
2013/2014,Charles N'Zogbia,Aston Villa,76,CAM,France,EPL,4,2,,,171cm,70kg,27
2013/2014,Lee Cattermole,Sunderland,76,CDM,England,EPL,2,3,,,178cm,76kg,26
2013/2014,Stephen Ireland,Stoke City,76,CAM,Republic of Ireland,EPL,3,3,,,173cm,67kg,27
2013/2014,Jonathan De Guzmán,Swansea City,76,CAM,Netherlands,EPL,4,4,,,173cm,73kg,26
2013/2014,Mobido Diakité,Sunderland,76,CB,France,EPL,2,3,,,192cm,84kg,27
2013/2014,José Manuel Flores Moreno,Swansea City,76,CB,Spain,EPL,3,3,,,187cm,75kg,27
2013/2014,Mulumbu,West Bromwich Albion,76,CDM,DR Congo,EPL,2,4,,,177cm,65kg,27
2013/2014,Marko Arnautovic,Stoke City,76,LM,Austria,EPL,4,4,,,192cm,83kg,25
2013/2014,Gylfi Sigurðsson,Tottenham Hotspur,76,LM,Iceland,EPL,3,3,,,186cm,79kg,24
2013/2014,Oussama Assaidi,Stoke City,76,LM,Morocco,EPL,5,4,,,178cm,70kg,25
2013/2014,Iago Aspas,Liverpool,76,ST,Spain,EPL,4,3,,,176cm,67kg,26
2013/2014,Adrián,West Ham United,76,GK,Spain,EPL,1,2,,,188cm,77kg,27
2013/2014,Marco van Ginkel,Chelsea,76,CM,Netherlands,EPL,3,4,,,186cm,67kg,21
2013/2014,Raheem Sterling,Liverpool,76,RW,England,EPL,4,3,,,170cm,69kg,19
2013/2014,John O'Shea,Sunderland,75,CB,Republic of Ireland,EPL,2,3,,,191cm,75kg,33
2013/2014,Kevin Nolan,West Ham United,75,CAM,England,EPL,3,3,,,183cm,88kg,31
2013/2014,Chris Brunt,West Bromwich Albion,75,LM,Northern Ireland,EPL,3,3,,,185cm,84kg,29
2013/2014,Artur Boruc,Southampton,75,GK,Poland,EPL,1,3,,,193cm,87kg,34
2013/2014,Marouane Chamakh,Crystal Palace,75,CAM,Morocco,EPL,3,3,,,188cm,70kg,30
2013/2014,Jonás Gutiérrez,Newcastle United,75,LM,Argentina,EPL,3,3,,,183cm,73kg,30
2013/2014,Mark Noble,West Ham United,75,CM,England,EPL,3,3,,,180cm,76kg,27
2013/2014,Charlie Adam,Stoke City,75,CM,Scotland,EPL,3,3,,,185cm,83kg,28
2013/2014,Sylvain Marveaux,Newcastle United,75,CAM,France,EPL,3,3,,,172cm,66kg,28
2013/2014,James Morrison,West Bromwich Albion,75,CM,Scotland,EPL,3,3,,,178cm,64kg,28
2013/2014,Nicklas Bendtner,Arsenal,75,ST,Denmark,EPL,3,3,,,194cm,84kg,26
2013/2014,Scott Sinclair,West Bromwich Albion,75,LM,England,EPL,4,3,,,177cm,69kg,25
2013/2014,Victor Moses,Liverpool,75,RM,Nigeria,EPL,4,4,,,178cm,73kg,23
2013/2014,Nathan Dyer,Swansea City,75,RM,England,EPL,4,3,,,165cm,57kg,26
2013/2014,Maynor Figueroa,Hull City,75,LB,Honduras,EPL,3,2,,,180cm,82kg,31
2013/2014,Winston Reid,West Ham United,75,CB,New Zealand,EPL,2,2,,,190cm,87kg,25
2013/2014,Aly Cissokho,Liverpool,75,LB,France,EPL,2,2,,,181cm,75kg,26
2013/2014,Moussa Sissoko,Newcastle United,75,RM,France,EPL,2,2,,,187cm,83kg,24
2013/2014,Jordan Henderson,Liverpool,75,CM,England,EPL,3,3,,,182cm,67kg,23
2013/2014,Martin Kelly,Liverpool,75,RB,England,EPL,3,3,,,191cm,77kg,24
2013/2014,Fabio Borini,Sunderland,75,LM,Italy,EPL,3,3,,,180cm,73kg,23
2013/2014,James McCarthy,Everton,75,CDM,Republic of Ireland,EPL,3,4,,,180cm,72kg,23
2013/2014,Davide Santon,Newcastle United,75,LB,Italy,EPL,3,2,,,187cm,83kg,23
2013/2014,Fábio,Manchester United,75,LB,Brazil,EPL,3,4,,,172cm,69kg,23
2013/2014,Deulofeu,Everton,75,RW,Spain,EPL,4,4,,,179cm,73kg,20
2013/2014,Vlad Chiriches,Tottenham Hotspur,75,CB,Romania,EPL,3,3,,,184cm,78kg,24
2013/2014,James Collins,West Ham United,74,CB,Wales,EPL,2,2,,,193cm,90kg,30
2013/2014,Allan McGregor,Hull City,74,GK,Scotland,EPL,1,3,,,183cm,84kg,32
2013/2014,Wayne Routledge,Swansea City,74,LM,England,EPL,4,4,,,170cm,77kg,29
2013/2014,Jermaine Pennant,Stoke City,74,RM,England,EPL,3,3,,,173cm,68kg,31
2013/2014,Zoltán Gera,West Bromwich Albion,74,RM,Hungary,EPL,4,4,,,183cm,75kg,35
2013/2014,Antolín Alcaraz,Everton,74,CB,Paraguay,EPL,2,3,,,187cm,80kg,31
2013/2014,Kenwyne Jones,Stoke City,74,ST,Trinidad & Tobago,EPL,3,3,,,187cm,85kg,29
2013/2014,Leon Osman,Everton,74,CM,England,EPL,3,3,,,173cm,64kg,33
2013/2014,Andy Wilkinson,Stoke City,74,LB,England,EPL,2,3,,,180cm,69kg,29
2013/2014,Karim El Ahmadi,Aston Villa,74,CM,Morocco,EPL,3,2,,,183cm,78kg,29
2013/2014,Roland Lamah,Swansea City,74,LM,Belgium,EPL,3,2,,,180cm,71kg,26
2013/2014,Morgan Amalfitano,West Bromwich Albion,74,RM,France,EPL,3,4,,,176cm,68kg,29
2013/2014,Shane Long,West Bromwich Albion,74,ST,Republic of Ireland,EPL,3,3,,,180cm,81kg,27
2013/2014,Ryan Bertrand,Chelsea,74,LB,England,EPL,2,3,,,179cm,85kg,24
2013/2014,Jack Cork,Southampton,74,CDM,England,EPL,2,4,,,185cm,69kg,24
2013/2014,Keiren Westwood,Sunderland,74,GK,Republic of Ireland,EPL,1,3,,,188cm,86kg,29
2013/2014,Sung Yueng Ki,Sunderland,74,CM,Korea Republic,EPL,3,4,,,187cm,75kg,25
2013/2014,Modibo Maïga,West Ham United,74,ST,Mali,EPL,3,3,,,185cm,80kg,26
2013/2014,Vurnon Anita,Newcastle United,74,CDM,Netherlands,EPL,3,3,,,168cm,65kg,25
2013/2014,Libor Kozák,Aston Villa,74,ST,Czech Republic,EPL,2,3,,,192cm,84kg,24
2013/2014,Victor Wanyama,Southampton,74,CDM,Kenya,EPL,2,3,,,188cm,76kg,22
2013/2014,Jake Livermore,Hull City,74,CDM,England,EPL,2,2,,,180cm,76kg,24
2013/2014,Jonjo Shelvey,Swansea City,74,CAM,England,EPL,2,3,,,183cm,83kg,22
2013/2014,Costel Pantilimon,Manchester City,74,GK,Romania,EPL,1,2,,,203cm,96kg,27
2013/2014,Andreas Weimann,Aston Villa,74,CF,Austria,EPL,2,3,,,179cm,79kg,22
2013/2014,Jordi Amat,Swansea City,74,CB,Spain,EPL,2,3,,,184cm,83kg,22
2013/2014,Matej Vydra,West Bromwich Albion,74,ST,Czech Republic,EPL,2,4,,,180cm,73kg,22
2013/2014,Wilfried Zaha,Manchester United,74,LM,England,EPL,4,3,,,180cm,66kg,21
2013/2014,Matthew Lowton,Aston Villa,74,RB,England,EPL,2,3,,,180cm,78kg,24
2013/2014,Valentin Roberge,Sunderland,74,CB,France,EPL,2,3,,,189cm,73kg,26
2013/2014,David Vaughan,Sunderland,73,CM,Wales,EPL,3,3,,,170cm,66kg,31
2013/2014,Jussi Jääskeläinen,West Ham United,73,GK,Finland,EPL,1,2,,,191cm,80kg,39
2013/2014,Ryan Taylor,Newcastle United,73,RB,England,EPL,2,3,,,179cm,81kg,29
2013/2014,Gerhard Tremmel,Swansea City,73,GK,Germany,EPL,1,3,,,190cm,92kg,35
2013/2014,Julián Speroni,Crystal Palace,73,GK,Argentina,EPL,1,3,,,186cm,87kg,35
2013/2014,Tony Hibbert,Everton,73,RB,England,EPL,2,2,,,173cm,71kg,33
2013/2014,Gareth McAuley,West Bromwich Albion,73,CB,Northern Ireland,EPL,2,3,,,191cm,90kg,34
2013/2014,Thomas Sørensen,Stoke City,73,GK,Denmark,EPL,1,3,,,196cm,89kg,37
2013/2014,Jonathan Walters,Stoke City,73,RM,Republic of Ireland,EPL,3,3,,,183cm,79kg,30
2013/2014,Răzvan Rat,West Ham United,73,LB,Romania,EPL,2,3,,,178cm,72kg,33
2013/2014,Carlos Javier Cuéllar Jiménez,Sunderland,73,CB,Spain,EPL,2,2,,,190cm,84kg,32
2013/2014,Steven Davis,Southampton,73,RM,Northern Ireland,EPL,3,3,,,173cm,72kg,29
2013/2014,Jason Puncheon,Crystal Palace,73,RM,England,EPL,3,2,,,173cm,71kg,27
2013/2014,Robert Koren,Hull City,73,CAM,Slovenia,EPL,3,3,,,175cm,75kg,33
2013/2014,Mike Williamson,Newcastle United,73,CB,England,EPL,2,3,,,194cm,92kg,30
2013/2014,Jerome Thomas,Crystal Palace,73,LM,England,EPL,4,3,,,178cm,74kg,31
2013/2014,Glenn Whelan,Stoke City,73,CM,Republic of Ireland,EPL,3,4,,,180cm,80kg,30
2013/2014,Danny Graham,Hull City,73,ST,England,EPL,2,3,,,183cm,87kg,28
2013/2014,Gabriel Agbonlahor,Aston Villa,73,CF,England,EPL,3,4,,,180cm,79kg,27
2013/2014,Cameron Jerome,Crystal Palace,73,ST,England,EPL,3,2,,,185cm,85kg,27
2013/2014,Marc Wilson,Stoke City,73,CB,Republic of Ireland,EPL,2,4,,,188cm,80kg,26
2013/2014,Danny Rose,Tottenham Hotspur,73,LB,England,EPL,3,3,,,173cm,72kg,23
