season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2016/2017,Negredo,Middlesbrough,80,ST,Spain,EPL,3,3,M,M,186cm,86kg,31
2016/2017,Jesús Navas,Manchester City,80,RM,Spain,EPL,3,3,M,M,170cm,60kg,31
2016/2017,Clichy,Manchester City,80,LB,France,EPL,2,4,M,M,176cm,65kg,31
2016/2017,Lucas Leiva,Liverpool,80,CDM,Brazil,EPL,2,3,L,H,179cm,73kg,30
2016/2017,Ayew,West Ham,80,RM,Ghana,EPL,3,3,H,M,176cm,72kg,27
2016/2017,Ivanovic,Chelsea,80,RB,Serbia,EPL,2,3,H,M,185cm,91kg,33
2016/2017,Sissoko,Spurs,80,RM,France,EPL,3,2,H,M,187cm,83kg,27
2016/2017,Henderson,Liverpool,80,CM,England,EPL,3,3,H,H,182cm,67kg,26
2016/2017,Ogbonna,West Ham,80,CB,Italy,EPL,2,3,M,H,191cm,86kg,29
2016/2017,Yacob,West Brom,80,CDM,Argentina,EPL,2,3,M,H,181cm,73kg,29
2016/2017,Darmian,Manchester Utd,80,RB,Italy,EPL,3,5,H,H,182cm,70kg,27
2016/2017,Feghouli,West Ham,80,RW,Algeria,EPL,4,3,H,M,177cm,75kg,27
2016/2017,Gibbs,Arsenal,80,LB,England,EPL,3,2,H,M,178cm,70kg,27
2016/2017,Drinkwater,Leicester City,80,CM,England,EPL,3,4,M,M,178cm,70kg,27
2016/2017,Welbeck,Arsenal,80,ST,England,EPL,3,3,H,H,185cm,73kg,26
2016/2017,Rondón,West Brom,80,ST,Venezuela,EPL,3,4,H,M,189cm,85kg,27
2016/2017,Depay,Manchester Utd,80,LM,Netherlands,EPL,4,2,H,L,176cm,78kg,23
2016/2017,Zaza,West Ham,80,ST,Italy,EPL,3,3,H,M,186cm,83kg,25
2016/2017,Zouma,Chelsea,80,CB,France,EPL,2,3,M,M,190cm,85kg,22
2016/2017,Shaw,Manchester Utd,80,LB,England,EPL,2,2,H,M,185cm,75kg,21
2016/2017,Can,Liverpool,80,CM,Germany,EPL,3,4,M,M,188cm,82kg,23
2016/2017,Alli,Spurs,80,CAM,England,EPL,3,3,H,M,188cm,76kg,21
2016/2017,Boufal,Southampton,80,LW,Morocco,EPL,5,4,H,L,170cm,60kg,23
2016/2017,Barry,Everton,80,CDM,England,EPL,2,3,M,H,183cm,79kg,36
2016/2017,Defoe,Sunderland,80,ST,England,EPL,3,4,M,L,170cm,70kg,34
2016/2017,Adrián,West Ham,80,GK,Spain,EPL,1,2,M,M,188cm,77kg,30
2016/2017,Borja Bastón,Swansea City,80,ST,Spain,EPL,2,4,M,L,191cm,82kg,24
2016/2017,Amrabat,Watford,80,RM,Morocco,EPL,4,2,M,L,178cm,77kg,30
2016/2017,Héctor Bellerín,Arsenal,80,RB,Spain,EPL,3,3,H,M,177cm,74kg,22
2016/2017,Zaha,Crystal Palace,80,RM,Ivory Coast,EPL,4,3,M,L,180cm,66kg,24
2016/2017,Klaassen,Everton,80,CM,Netherlands,EPL,2,3,H,M,179cm,70kg,24
2016/2017,Zouma,Stoke City,80,CB,France,EPL,2,3,M,M,190cm,85kg,22
2016/2017,Morgan,Leicester City,79,CB,Jamaica,EPL,2,3,M,M,185cm,93kg,33
2016/2017,Young,Manchester Utd,79,LM,England,EPL,4,3,H,H,175cm,65kg,31
2016/2017,Dann,Crystal Palace,79,CB,England,EPL,2,3,L,M,191cm,78kg,30
2016/2017,Afellay,Stoke City,79,CAM,Netherlands,EPL,4,4,M,M,180cm,76kg,31
2016/2017,Llorente,Swansea City,79,ST,Spain,EPL,2,3,M,M,195cm,90kg,32
2016/2017,Evans,West Brom,79,CB,Northern Ireland,EPL,2,2,L,M,189cm,77kg,29
2016/2017,Bertrand,Southampton,79,LB,England,EPL,2,3,H,M,179cm,85kg,27
2016/2017,Defour,Burnley,79,CM,Belgium,EPL,3,3,M,M,175cm,72kg,29
2016/2017,Romero,Manchester Utd,79,GK,Argentina,EPL,1,3,M,M,192cm,87kg,30
2016/2017,Ospina,Arsenal,79,GK,Colombia,EPL,1,3,M,M,183cm,79kg,28
2016/2017,Mbokani,Hull City,79,ST,DR Congo,EPL,3,3,M,M,185cm,73kg,31
2016/2017,Nordtveit,West Ham,79,CB,Norway,EPL,2,3,M,M,188cm,83kg,26
2016/2017,Gradel,Bournemouth,79,LW,Ivory Coast,EPL,4,3,M,M,175cm,69kg,29
2016/2017,Amrabat,Watford,79,ST,Morocco,EPL,4,2,M,L,178cm,77kg,30
2016/2017,Fernando,Manchester City,79,CDM,Brazil,EPL,2,2,M,H,185cm,76kg,29
2016/2017,Kolarov,Manchester City,79,LB,Serbia,EPL,2,3,H,M,187cm,83kg,31
2016/2017,Montero,Swansea City,79,LM,Ecuador,EPL,4,4,H,H,169cm,64kg,27
2016/2017,Lanzini,West Ham,79,CAM,Argentina,EPL,4,3,M,M,170cm,66kg,24
2016/2017,Töre,West Ham,79,RM,Turkey,EPL,4,4,H,L,176cm,70kg,25
2016/2017,Khazri,Sunderland,79,LM,Tunisia,EPL,3,4,H,M,182cm,76kg,26
2016/2017,Jones,Manchester Utd,79,CB,England,EPL,2,3,M,H,185cm,71kg,25
2016/2017,Imbula,Stoke City,79,CM,France,EPL,3,3,H,M,186cm,77kg,24
2016/2017,Zaha,Crystal Palace,79,RM,England,EPL,4,3,M,L,180cm,66kg,24
2016/2017,Oxlade-Chamberlain,Arsenal,79,RM,England,EPL,4,4,H,M,175cm,70kg,23
2016/2017,Tadic,Southampton,79,LM,Serbia,EPL,4,2,M,M,181cm,76kg,28
2016/2017,Gabriel,Arsenal,79,CB,Brazil,EPL,2,2,L,H,187cm,72kg,26
2016/2017,Fernández,Swansea City,79,CB,Argentina,EPL,2,2,M,H,190cm,83kg,28
2016/2017,van Dijk,Southampton,79,CB,Netherlands,EPL,2,3,H,M,193cm,92kg,25
2016/2017,Héctor Bellerín,Arsenal,79,RB,Spain,EPL,3,3,H,M,177cm,74kg,22
2016/2017,Mané,Liverpool,79,RM,Senegal,EPL,4,3,H,M,175cm,75kg,25
2016/2017,Wimmer,Spurs,79,CB,Austria,EPL,2,3,M,M,187cm,85kg,24
2016/2017,Sané,Manchester City,79,RM,Germany,EPL,3,3,H,M,183cm,75kg,21
2016/2017,Zaha,Crystal Palace,79,RM,Ivory Coast,EPL,4,3,M,L,180cm,66kg,24
2016/2017,N'Diaye,Hull City,79,CDM,Senegal,EPL,2,3,M,H,190cm,80kg,27
2016/2017,Wanyama,Spurs,79,CDM,Kenya,EPL,2,3,M,H,188cm,76kg,25
2016/2017,Origi,Liverpool,79,ST,Belgium,EPL,4,3,H,M,185cm,75kg,22
2016/2017,Marcos Alonso,Chelsea,79,LWB,Spain,EPL,3,3,H,H,188cm,81kg,26
2016/2017,Son,Spurs,79,LM,Korea Republic,EPL,4,5,H,H,184cm,79kg,24
2016/2017,Lens,Sunderland,79,RM,Netherlands,EPL,4,4,M,L,178cm,73kg,29
2016/2017,Rüdiger,Chelsea,79,CB,Germany,EPL,2,3,M,H,190cm,85kg,24
2016/2017,Danilo,Manchester City,79,RB,Brazil,EPL,3,4,H,M,184cm,78kg,25
2016/2017,Gomes,Watford,78,GK,Brazil,EPL,1,2,M,M,191cm,82kg,36
2016/2017,Caballero,Manchester City,78,GK,Argentina,EPL,1,3,M,M,186cm,80kg,35
2016/2017,Klavan,Liverpool,78,CB,Estonia,EPL,2,3,H,M,187cm,85kg,31
2016/2017,Lennon,Everton,78,RM,England,EPL,3,3,H,M,165cm,63kg,30
2016/2017,Noble,West Ham,78,CM,England,EPL,3,3,H,H,180cm,76kg,30
2016/2017,Mikel,Chelsea,78,CDM,Nigeria,EPL,2,3,M,H,188cm,83kg,30
2016/2017,Cattermole,Sunderland,78,CDM,England,EPL,2,3,L,H,178cm,76kg,29
2016/2017,Cork,Swansea City,78,CDM,England,EPL,2,4,M,H,185cm,69kg,27
2016/2017,Forster,Southampton,78,GK,England,EPL,1,5,M,M,201cm,90kg,29
2016/2017,Mignolet,Liverpool,78,GK,Belgium,EPL,1,2,M,M,193cm,87kg,29
2016/2017,Fellaini,Manchester Utd,78,CM,Belgium,EPL,3,3,M,M,194cm,85kg,29
2016/2017,Capoue,Watford,78,CDM,France,EPL,2,3,L,M,189cm,80kg,28
2016/2017,Ki Sung Yueng,Swansea City,78,CM,Korea Republic,EPL,3,4,M,M,186cm,75kg,28
2016/2017,Carroll,West Ham,78,ST,England,EPL,2,3,M,H,191cm,79kg,28
2016/2017,Delph,Manchester City,78,CM,England,EPL,3,3,H,H,174cm,60kg,27
2016/2017,Ighalo,Watford,78,ST,Nigeria,EPL,3,3,M,M,179cm,77kg,27
2016/2017,Espinosa,Middlesbrough,78,CB,Colombia,EPL,2,3,M,H,192cm,85kg,27
2016/2017,Diouf,Stoke City,78,ST,Senegal,EPL,3,3,M,M,185cm,79kg,29
2016/2017,Wanyama,Spurs,78,CDM,Kenya,EPL,2,3,M,H,188cm,76kg,25
2016/2017,Bolasie,Everton,78,LM,DR Congo,EPL,5,4,H,M,185cm,84kg,28
2016/2017,Cleverley,Everton,78,CM,England,EPL,3,3,M,M,175cm,67kg,27
2016/2017,Nyom,West Brom,78,RB,Cameroon,EPL,2,2,H,M,189cm,81kg,29
2016/2017,Townsend,Crystal Palace,78,RM,England,EPL,3,4,H,M,181cm,81kg,25
2016/2017,Austin,Southampton,78,ST,England,EPL,2,2,H,M,188cm,84kg,27
2016/2017,Djilobodji,Sunderland,78,CB,Senegal,EPL,2,3,M,M,193cm,82kg,28
2016/2017,Mendy,Leicester City,78,CDM,France,EPL,3,3,M,H,168cm,68kg,24
2016/2017,Clasie,Southampton,78,CDM,Netherlands,EPL,2,4,M,H,169cm,70kg,25
2016/2017,Martins Indi,Stoke City,78,CB,Netherlands,EPL,2,3,M,H,185cm,80kg,25
2016/2017,Son,Spurs,78,LM,Korea Republic,EPL,4,5,H,H,184cm,79kg,24
2016/2017,Chadli,West Brom,78,LM,Belgium,EPL,3,4,M,M,189cm,80kg,27
2016/2017,Cédric,Southampton,78,RB,Portugal,EPL,2,4,H,M,172cm,67kg,25
2016/2017,Ramírez,Middlesbrough,78,CAM,Uruguay,EPL,4,3,M,M,183cm,78kg,26
2016/2017,Musa,Leicester City,78,ST,Nigeria,EPL,4,3,H,H,176cm,65kg,24
2016/2017,Rojo,Manchester Utd,78,LB,Argentina,EPL,3,2,H,M,187cm,80kg,27
2016/2017,Dier,Spurs,78,CDM,England,EPL,2,3,M,H,188cm,83kg,23
2016/2017,Stones,Manchester City,78,CB,England,EPL,2,3,H,M,188cm,75kg,22
2016/2017,Luís Hernández,Leicester City,78,CB,Spain,EPL,2,4,M,H,182cm,74kg,28
2016/2017,Davies,Spurs,78,LB,Wales,EPL,2,3,M,H,181cm,71kg,24
2016/2017,Doucouré,Watford,78,CM,France,EPL,2,3,H,M,183cm,75kg,24
2016/2017,de Roon,Middlesbrough,78,CDM,Netherlands,EPL,2,3,M,M,185cm,76kg,26
2016/2017,Origi,Liverpool,78,ST,Belgium,EPL,4,3,H,M,185cm,75kg,22
2016/2017,Nkoudou,Spurs,78,LM,France,EPL,3,3,H,L,172cm,68kg,22
2016/2017,Janssen,Spurs,78,ST,Netherlands,EPL,2,4,H,H,184cm,82kg,22
2016/2017,Cleverley,Watford,78,LM,England,EPL,3,3,M,M,175cm,67kg,27
2016/2017,Markovic,Hull City,78,RM,Serbia,EPL,4,3,M,M,175cm,66kg,23
2016/2017,Niang,Watford,78,LW,France,EPL,4,4,H,M,184cm,75kg,22
2016/2017,Gabriel Jesus,Manchester City,78,ST,Brazil,EPL,5,4,H,H,175cm,67kg,20
2016/2017,Huth,Leicester City,78,CB,Germany,EPL,2,3,M,H,191cm,88kg,32
2016/2017,Deeney,Watford,78,ST,England,EPL,3,3,H,M,183cm,90kg,28
2016/2017,Heaton,Burnley,78,GK,England,EPL,1,3,M,M,188cm,86kg,31
