season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2014/2015,Oscar,Chelsea,84,CAM,Brazil,EPL,4,3,M,H,179cm,,23
2014/2015,Aaron Ramsey,Arsenal,83,CM,Wales,EPL,3,3,H,H,177cm,,24
2014/2015,Christian Eriksen,Spurs,83,LM,Denmark,EPL,4,5,H,M,177cm,,23
2014/2015,Jesús Navas,Manchester City,83,RM,Spain,EPL,4,3,M,M,170cm,,29
2014/2015,Edin Dzeko,Manchester City,83,ST,Bosnia Herzegovina,EPL,3,4,M,M,193cm,,29
2014/2015,Daniel Sturridge,Liverpool,83,ST,England,EPL,4,2,M,L,183cm,,25
2014/2015,John Terry,Chelsea,83,CB,England,EPL,2,4,M,H,187cm,,34
2014/2015,Per Mertesacker,Arsenal,83,CB,Germany,EPL,2,3,M,M,198cm,,30
2014/2015,De Gea,Manchester Utd,83,GK,Spain,EPL,1,3,M,M,193cm,,24
2014/2015,Steven Gerrard,Liverpool,82,CDM,England,EPL,3,3,M,M,183cm,,34
2014/2015,Nemanja Matic,Chelsea,82,CDM,Serbia,EPL,3,3,M,H,194cm,,26
2014/2015,Fernandinho,Manchester City,82,CM,Brazil,EPL,3,4,M,H,176cm,,30
2014/2015,Willian,Chelsea,82,RM,Brazil,EPL,4,4,H,H,175cm,,26
2014/2015,Mario Balotelli,Liverpool,82,ST,Italy,EPL,4,4,L,L,188cm,,24
2014/2015,Jan Vertonghen,Spurs,82,CB,Belgium,EPL,3,3,H,M,189cm,,28
2014/2015,Pablo Zabaleta,Manchester City,82,RB,Argentina,EPL,3,3,H,H,178cm,,30
2014/2015,Leighton Baines,Everton,82,LB,England,EPL,3,3,H,M,170cm,,30
2014/2015,Filipe Luís,Chelsea,82,LB,Brazil,EPL,3,3,H,M,182cm,,29
2014/2015,Tim Howard,Everton,82,GK,United States,EPL,1,3,M,M,191cm,,36
2014/2015,Joe Hart,Manchester City,82,GK,England,EPL,1,3,M,M,196cm,,28
2014/2015,Simon Mignolet,Liverpool,82,GK,Belgium,EPL,1,2,M,M,193cm,,27
2014/2015,Asmir Begovic,Stoke City,82,GK,Bosnia Herzegovina,EPL,1,2,M,M,200cm,,27
2014/2015,Asmir Begovic,Chelsea,82,GK,Bosnia Herzegovina,EPL,1,2,M,M,200cm,,27
2014/2015,Ramires,Chelsea,81,CDM,Brazil,EPL,3,3,H,H,180cm,,28
2014/2015,Jack Wilshere,Arsenal,81,CM,England,EPL,3,3,M,M,172cm,,23
2014/2015,André Schürrle,Chelsea,81,LM,Germany,EPL,4,4,M,M,183cm,,24
2014/2015,Theo Walcott,Arsenal,81,RM,England,EPL,3,3,H,L,176cm,,26
2014/2015,Coutinho,Liverpool,81,CAM,Brazil,EPL,4,4,H,M,171cm,,22
2014/2015,Wilfried Bony,Swansea City,81,ST,Ivory Coast,EPL,3,4,M,L,182cm,,26
2014/2015,Stevan Jovetic,Manchester City,81,ST,Montenegro,EPL,4,4,H,M,183cm,,25
2014/2015,Samuel Eto'o,Everton,81,ST,Cameroon,EPL,4,3,M,M,179cm,,34
2014/2015,Didier Drogba,Chelsea,81,ST,Ivory Coast,EPL,3,4,M,M,188cm,,37
2014/2015,Soldado,Spurs,81,ST,Spain,EPL,3,3,M,L,179cm,,29
2014/2015,Gary Cahill,Chelsea,81,CB,England,EPL,2,3,M,M,193cm,,29
2014/2015,Laurent Koscielny,Arsenal,81,CB,France,EPL,2,3,M,H,186cm,,29
2014/2015,Martin Škrtel,Liverpool,81,CB,Slovakia,EPL,2,2,M,H,191cm,,30
2014/2015,Mamadou Sakho,Liverpool,81,CB,France,EPL,2,2,M,H,187cm,,25
2014/2015,Branislav Ivanovic,Chelsea,81,RB,Serbia,EPL,2,3,H,M,185cm,,31
2014/2015,Yohan Cabaye,Crystal Palace,81,CDM,France,EPL,3,4,M,M,175cm,,29
2014/2015,Mikel Arteta,Arsenal,80,CDM,Spain,EPL,3,4,M,M,175cm,,33
2014/2015,Frank Lampard,Manchester City,80,CM,England,EPL,3,4,M,M,184cm,,36
2014/2015,Moussa Dembélé,Spurs,80,CM,Belgium,EPL,4,2,M,M,185cm,,27
2014/2015,Dušan Tadić,Southampton,80,CAM,Serbia,EPL,4,2,M,M,181cm,,26
2014/2015,Morgan Schneiderlin,Southampton,80,CDM,France,EPL,2,3,M,H,181cm,,25
2014/2015,Antonio Valencia,Manchester Utd,80,RM,Ecuador,EPL,4,2,M,H,181cm,,29
2014/2015,Gareth Barry,Everton,80,CDM,England,EPL,2,3,M,H,183cm,,34
2014/2015,Kevin Mirallas,Everton,80,RM,Belgium,EPL,4,4,H,M,178cm,,27
2014/2015,Raheem Sterling,Liverpool,80,RW,England,EPL,4,3,H,M,170cm,,20
2014/2015,Tomáš Rosický,Arsenal,80,CAM,Czech Republic,EPL,3,3,H,H,178cm,,34
2014/2015,Christian Benteke,Aston Villa,80,ST,Belgium,EPL,3,4,M,M,190cm,,24
2014/2015,Eliaquim Mangala,Manchester City,80,CB,France,EPL,2,4,H,H,187cm,,24
2014/2015,Phil Jagielka,Everton,80,CB,England,EPL,2,3,M,H,183cm,,32
2014/2015,Romelu Lukaku,Everton,80,ST,Belgium,EPL,3,4,H,M,190cm,,22
2014/2015,Loïc Rémy,Chelsea,80,ST,France,EPL,4,3,M,M,184cm,,45
2014/2015,Paulinho,Spurs,80,CM,Brazil,EPL,3,3,H,M,181cm,,26
2014/2015,Federico Fazio,Spurs,80,CB,Argentina,EPL,2,3,M,M,195cm,,28
2014/2015,Bacary Sagna,Manchester City,80,RB,France,EPL,3,4,M,M,176cm,,32
2014/2015,Emmanuel Adebayor,Spurs,80,ST,Togo,EPL,4,3,M,L,191cm,,31
2014/2015,Mathieu Debuchy,Arsenal,80,RB,France,EPL,3,3,H,M,178cm,,29
2014/2015,Gaël Clichy,Manchester City,80,LB,France,EPL,2,4,H,M,176cm,,29
2014/2015,Wojciech Szczesny,Arsenal,80,GK,Poland,EPL,1,3,M,M,196cm,,25
2014/2015,Raheem Sterling,Manchester City,80,CAM,England,EPL,4,3,H,M,170cm,,20
2014/2015,Morgan Schneiderlin,Manchester Utd,80,CDM,France,EPL,2,3,M,H,181cm,,25
2014/2015,Christian Benteke,Liverpool,80,ST,Belgium,EPL,3,4,M,M,190cm,,24
2014/2015,Xherdan Shaqiri,Stoke City,80,CAM,Switzerland,EPL,4,4,H,M,169cm,,23
2014/2015,Salomón Rondón,West Brom,80,ST,Venezuela,EPL,4,4,H,M,189cm,,25
2014/2015,Dejan Lovren,Liverpool,79,CB,Croatia,EPL,2,4,H,H,188cm,,25
2014/2015,Marouane Fellaini,Manchester Utd,79,CDM,Belgium,EPL,3,3,M,M,194cm,,27
2014/2015,Fernando,Manchester City,79,CDM,Brazil,EPL,2,2,M,H,183cm,,27
2014/2015,Rémy Cabella,Newcastle Utd,79,CAM,France,EPL,4,4,H,M,172cm,,25
2014/2015,James McCarthy,Everton,79,CDM,Republic of Ireland,EPL,3,4,M,H,180cm,,24
2014/2015,Fabricio Coloccini,Newcastle Utd,79,CB,Argentina,EPL,2,4,M,M,184cm,,33
2014/2015,Jonny Evans,Manchester Utd,79,CB,Northern Ireland,EPL,2,3,L,M,189cm,,27
2014/2015,Ron Vlaar,Aston Villa,79,CB,Netherlands,EPL,2,4,M,H,189cm,,30
2014/2015,Aaron Lennon,Spurs,79,RM,England,EPL,3,3,H,M,165cm,,28
2014/2015,Ashley Williams,Swansea City,79,CB,Wales,EPL,2,3,M,H,183cm,,30
2014/2015,Martín Demichelis,Manchester City,79,CB,Argentina,EPL,2,3,L,M,184cm,,34
2014/2015,Daley Blind,Manchester Utd,79,CDM,Netherlands,EPL,3,3,M,H,180cm,,45
2014/2015,Joleon Lescott,West Brom,79,CB,England,EPL,2,3,M,M,188cm,,32
2014/2015,Lucas Leiva,Liverpool,79,CDM,Brazil,EPL,2,3,L,H,179cm,,28
2014/2015,Adam Lallana,Liverpool,79,CAM,England,EPL,4,5,H,M,173cm,,27
2014/2015,Olivier Giroud,Arsenal,79,ST,France,EPL,2,3,M,M,192cm,,28
2014/2015,Ander Herrera,Manchester Utd,79,CM,Spain,EPL,4,4,H,M,182cm,,25
2014/2015,Phil Jones,Manchester Utd,79,CB,England,EPL,2,3,M,H,183cm,,23
2014/2015,Younès Kaboul,Spurs,79,CB,France,EPL,2,3,M,M,191cm,,29
2014/2015,Steven Pienaar,Everton,79,LM,South Africa,EPL,4,4,H,M,170cm,,33
2014/2015,Alexandre Song,West Ham,79,CDM,Cameroon,EPL,3,3,M,M,185cm,,45
2014/2015,Marcos Rojo,Manchester Utd,79,CB,Argentina,EPL,2,3,M,M,186cm,,25
2014/2015,Michael Carrick,Manchester Utd,79,CM,England,EPL,2,3,L,M,188cm,,33
2014/2015,Azpilicueta,Chelsea,79,LB,Spain,EPL,3,3,M,M,178cm,,25
2014/2015,Michel Vorm,Spurs,79,GK,Netherlands,EPL,1,3,M,M,182cm,,31
2014/2015,Wilfredo Caballero,Manchester City,79,GK,Argentina,EPL,1,3,M,M,186cm,,33
2014/2015,Tim Krul,Newcastle Utd,79,GK,Netherlands,EPL,1,2,M,M,193cm,,27
2014/2015,Younès Kaboul,Sunderland,79,CB,France,EPL,2,3,M,M,191cm,,29
2014/2015,Aleksandar Kolarov,Manchester City,78,LB,Serbia,EPL,2,3,H,M,187cm,,29
2014/2015,Jordan Henderson,Liverpool,78,CM,England,EPL,3,3,H,H,182cm,,24
2014/2015,Kieran Gibbs,Arsenal,78,LB,England,EPL,3,2,H,M,178cm,,25
2014/2015,Kolo Touré,Liverpool,78,CB,Ivory Coast,EPL,2,3,M,M,178cm,,34
2014/2015,John Mikel,Chelsea,78,CDM,Nigeria,EPL,2,3,M,H,188cm,,28
2014/2015,James Milner,Manchester City,78,RM,England,EPL,3,4,H,H,176cm,,29
2014/2015,Bafétimbi Gomis,Swansea City,78,ST,France,EPL,2,3,M,L,184cm,,29
2014/2015,Etienne Capoue,Spurs,78,CDM,France,EPL,2,3,M,H,189cm,,26
2014/2015,Ashley Young,Manchester Utd,78,LM,England,EPL,4,3,H,M,175cm,,29
2014/2015,Mame Diouf,Stoke City,78,ST,Senegal,EPL,3,3,M,M,185cm,,27
2014/2015,Erik Lamela,Spurs,78,RM,Argentina,EPL,4,3,H,M,183cm,,23
2014/2015,Aiden McGeady,Everton,78,RM,Republic of Ireland,EPL,5,4,H,M,180cm,,29
2014/2015,Alex Oxlade-Chamberlain,Arsenal,78,RM,England,EPL,4,4,H,M,175cm,,21
2014/2015,Ross Barkley,Everton,78,CAM,England,EPL,3,5,M,M,189cm,,21
2014/2015,Cheick Tioté,Newcastle Utd,78,CDM,Ivory Coast,EPL,3,3,M,H,180cm,,28
2014/2015,Alberto Moreno Pérez,Liverpool,78,LB,Spain,EPL,2,3,H,H,171cm,,22
2014/2015,Varela,West Brom,78,LW,Portugal,EPL,4,5,M,M,179cm,,30
2014/2015,Esteban Cambiasso,Leicester City,78,CDM,Argentina,EPL,2,4,M,H,177cm,,34
2014/2015,Toby Alderweireld,Southampton,78,CB,Belgium,EPL,2,3,M,M,187cm,,45
2014/2015,Lazar Markovic,Liverpool,78,RM,Serbia,EPL,4,3,H,M,175cm,,21
2014/2015,Seamus Coleman,Everton,78,RB,Republic of Ireland,EPL,3,3,H,M,177cm,,26
2014/2015,Danny Welbeck,Arsenal,78,ST,England,EPL,3,3,H,H,185cm,,45
2014/2015,Brad Friedel,Spurs,78,GK,United States,EPL,1,2,M,M,188cm,,44
2014/2015,Ben Foster,West Brom,78,GK,England,EPL,1,3,M,M,193cm,,32
2014/2015,Brad Guzan,Aston Villa,78,GK,United States,EPL,1,2,M,M,193cm,,30
2014/2015,Georginio Wijnaldum,Newcastle Utd,78,CAM,Netherlands,EPL,4,4,H,M,175cm,,24
2014/2015,Toby Alderweireld,Spurs,78,CB,Belgium,EPL,2,3,M,M,187cm,,26
2014/2015,Yann M'Vila,Sunderland,78,CDM,France,EPL,2,3,M,M,182cm,,24
2014/2015,Matija Nastasic,Manchester City,77,CB,Serbia,EPL,2,3,M,H,187cm,,22
2014/2015,José Enrique,Liverpool,77,LB,Spain,EPL,3,2,M,M,184cm,,29
2014/2015,Sylvain Distin,Everton,77,CB,France,EPL,2,2,M,H,192cm,,37
2014/2015,Andy Carroll,West Ham,77,ST,England,EPL,2,3,M,M,191cm,,26
2014/2015,Stéphane Sessègnon,West Brom,77,CAM,Benin,EPL,4,3,M,L,172cm,,30
2014/2015,Mathieu Flamini,Arsenal,77,CDM,France,EPL,2,3,H,H,178cm,,31
2014/2015,Mauro Zárate,West Ham,77,ST,Argentina,EPL,4,4,H,L,176cm,,28
2014/2015,Lukas Podolski,Arsenal,77,LM,Germany,EPL,3,2,M,L,182cm,,29
2014/2015,Marko Arnautovic,Stoke City,77,LM,Austria,EPL,4,4,M,L,192cm,,26
2014/2015,Ryan Shawcross,Stoke City,77,CB,England,EPL,2,3,M,H,191cm,,27
2014/2015,Adam Johnson,Sunderland,77,RM,England,EPL,3,4,M,M,175cm,,27
2014/2015,Joe Allen,Liverpool,77,CM,Wales,EPL,3,3,M,M,168cm,,25
2014/2015,Emanuele Giaccherini,Sunderland,77,LM,Italy,EPL,3,3,H,M,167cm,,30
2014/2015,Bojan,Stoke City,77,RW,Spain,EPL,4,3,M,L,170cm,,24
2014/2015,Claudio Yacob,West Brom,77,CDM,Argentina,EPL,2,3,M,H,181cm,,27
2014/2015,Gylfi Sigurðsson,Swansea City,77,CAM,Iceland,EPL,3,3,M,M,186cm,,25
2014/2015,Siem de Jong,Newcastle Utd,77,CAM,Netherlands,EPL,2,4,H,M,185cm,,26
2014/2015,Stewart Downing,West Ham,77,RM,England,EPL,3,3,M,M,180cm,,30
2014/2015,Nacer Chadli,Spurs,77,LM,Belgium,EPL,3,3,M,M,187cm,,25
2014/2015,Graziano Pellè,Southampton,77,ST,Italy,EPL,2,4,M,L,194cm,,29
2014/2015,Kyle Walker,Spurs,77,RB,England,EPL,2,2,H,M,178cm,,24
2014/2015,Rafael,Manchester Utd,77,RB,Brazil,EPL,3,4,H,M,172cm,,24
2014/2015,David Ospina,Arsenal,77,GK,Colombia,EPL,1,3,M,M,183cm,,26
2014/2015,Anders Lindegaard,Manchester Utd,77,GK,Denmark,EPL,1,3,M,M,193cm,,31
2014/2015,Angelo Ogbonna,West Ham,77,CB,Italy,EPL,2,3,M,H,191cm,,27
2014/2015,Ibrahim Afellay,Stoke City,76,LW,Netherlands,EPL,4,4,M,M,180cm,,29
2014/2015,Steven Caulker,Southampton,76,CB,England,EPL,2,2,M,H,191cm,,23
2014/2015,Brede Hangeland,Crystal Palace,76,CB,Norway,EPL,2,3,M,M,199cm,,33
2014/2015,Monreal,Arsenal,76,LB,Spain,EPL,2,2,M,H,178cm,,29
2014/2015,Ricardo Álvarez,Sunderland,76,CF,Argentina,EPL,4,2,H,H,188cm,,45
2014/2015,Rickie Lambert,Liverpool,76,ST,England,EPL,2,4,H,M,188cm,,33
2014/2015,Papiss Cissé,Newcastle Utd,76,ST,Senegal,EPL,3,4,M,L,183cm,,29
2014/2015,Carlos Sánchez,Aston Villa,76,CDM,Colombia,EPL,2,3,M,M,182cm,,29
2014/2015,Youssouf Mulumbu,West Brom,76,CDM,DR Congo,EPL,2,4,M,H,175cm,,28
2014/2015,Abou Diaby,Arsenal,76,CM,France,EPL,3,3,M,M,190cm,,29
2014/2015,Jack Rodwell,Sunderland,76,CM,England,EPL,3,4,M,H,188cm,,24
2014/2015,Steven Fletcher,Sunderland,76,ST,Scotland,EPL,2,3,M,L,186cm,,28
2014/2015,Darron Gibson,Everton,76,CM,Republic of Ireland,EPL,2,4,M,M,183cm,,27
2014/2015,Stephen Ireland,Stoke City,76,CAM,Republic of Ireland,EPL,3,3,M,M,173cm,,28
2014/2015,Chris Smalling,Manchester Utd,76,CB,England,EPL,2,3,M,M,192cm,,25
2014/2015,Arouna Koné,Everton,76,ST,Ivory Coast,EPL,4,4,M,M,182cm,,31
2014/2015,Vlad Chiriches,Spurs,76,CB,Romania,EPL,3,3,H,H,184cm,,25
2014/2015,Robert Huth,Stoke City,76,CB,Germany,EPL,2,3,M,H,191cm,,30
2014/2015,Mile Jedinak,Crystal Palace,76,CDM,Australia,EPL,2,3,M,H,188cm,,30
2014/2015,Leon Osman,Everton,76,CM,England,EPL,3,3,M,M,173cm,,34
2014/2015,Brown Ideye,West Brom,76,ST,Nigeria,EPL,2,4,H,L,181cm,,26
2014/2015,Glen Johnson,Liverpool,76,RB,England,EPL,3,4,H,M,182cm,,30
2014/2015,Benjamin Stambouli,Spurs,76,CDM,France,EPL,2,3,M,H,180cm,,45
2014/2015,Jonas Olsson,West Brom,76,CB,Sweden,EPL,2,3,M,M,193cm,,32
2014/2015,Julián Speroni,Crystal Palace,76,GK,Argentina,EPL,1,3,M,M,186cm,,36
2014/2015,Artur Boruc,Southampton,76,GK,Poland,EPL,1,3,M,M,193cm,,35
2014/2015,Adrián,West Ham,76,GK,Spain,EPL,1,2,M,M,188cm,,28
2014/2015,Mark Schwarzer,Chelsea,76,GK,Australia,EPL,1,3,M,M,194cm,,42
2014/2015,Matt Jarvis,West Ham,76,LM,England,EPL,3,5,H,L,170cm,,29
2014/2015,Mohamed Salah,Chelsea,76,RM,Egypt,EPL,4,4,H,M,175cm,,22
2014/2015,Steven Davis,Southampton,76,RM,Northern Ireland,EPL,3,3,H,H,173,,30
2014/2015,Glen Johnson,Stoke City,76,RB,England,EPL,3,4,H,M,182cm,,30
2014/2015,Idrissa Gueye,Aston Villa,76,CM,Senegal,EPL,2,3,M,H,174cm,,25
2014/2015,Marco van Ginkel,Stoke City,76,CM,Netherlands,EPL,3,4,H,M,186cm,,22
2014/2015,Nathaniel Clyne,Liverpool,76,RB,England,EPL,3,3,H,M,175cm,,24
2014/2015,Jordy Clasie,Southampton,76,CDM,Netherlands,EPL,2,4,M,H,169cm,,23
2014/2015,Rickie Lambert,West Brom,76,ST,England,EPL,2,4,H,M,188cm,,33
2014/2015,Leon Britton,Swansea City,75,CM,England,EPL,3,3,M,H,167cm,,32
2014/2015,Davide Santon,Newcastle Utd,75,LB,Italy,EPL,3,2,H,M,187cm,,24
2014/2015,Moussa Sissoko,Newcastle Utd,75,RM,France,EPL,2,2,H,M,187cm,,25
2014/2015,Wes Brown,Sunderland,75,CB,England,EPL,2,3,M,H,185cm,,35
2014/2015,Joel Campbell,Arsenal,75,RM,Costa Rica,EPL,4,2,M,H,178cm,,23
2014/2015,Steven Taylor,Newcastle Utd,75,CB,England,EPL,2,3,M,H,186cm,,29
2014/2015,Morgan Amalfitano,West Ham,75,RM,France,EPL,3,4,M,L,176cm,,45
2014/2015,John O'Shea,Sunderland,75,CB,Republic of Ireland,EPL,2,3,M,H,191cm,,34
2014/2015,Peter Crouch,Stoke City,75,ST,England,EPL,3,3,M,M,201cm,,34
2014/2015,Fabian Delph,Aston Villa,75,CM,England,EPL,3,3,M,H,174cm,,25
2014/2015,Victor Moses,Stoke City,75,RM,Nigeria,EPL,4,4,M,M,177cm,,24
2014/2015,Kevin Nolan,West Ham,75,CAM,England,EPL,3,3,H,M,183cm,,32
2014/2015,Marouane Chamakh,Crystal Palace,75,CAM,Morocco,EPL,3,3,M,H,188cm,,31
2014/2015,Steve Sidwell,Stoke City,75,CDM,England,EPL,3,3,M,M,183cm,,32
2014/2015,Daryl Janmaat,Newcastle Utd,75,RB,Netherlands,EPL,3,3,H,M,185cm,,25
2014/2015,Steven Naismith,Everton,75,ST,Scotland,EPL,3,3,H,H,178cm,,28
2014/2015,Darren Fletcher,Manchester Utd,75,CM,Scotland,EPL,2,3,M,H,184cm,,31
2014/2015,Charles N'Zogbia,Aston Villa,75,CAM,France,EPL,4,2,M,L,171cm,,28
2014/2015,Jack Cork,Southampton,75,CDM,England,EPL,2,4,L,H,185cm,,25
2014/2015,Winston Reid,West Ham,75,CB,New Zealand,EPL,2,2,M,H,190cm,,26
2014/2015,Barry Bannan,Crystal Palace,75,RM,Scotland,EPL,3,2,M,M,169cm,,25
2014/2015,Steven N'Zonzi,Stoke City,75,CM,France,EPL,3,3,M,M,190cm,,26
2014/2015,Mike Williamson,Newcastle Utd,75,CB,England,EPL,2,3,M,M,194cm,,31
2014/2015,Jay Rodriguez,Southampton,75,LM,England,EPL,3,4,H,L,185cm,,25
2014/2015,Adnan Januzaj,Manchester Utd,75,LM,Belgium,EPL,4,4,M,M,180cm,,20
2014/2015,Wayne Routledge,Swansea City,75,LM,England,EPL,4,4,H,M,170cm,,30
2014/2015,Shane Long,Southampton,75,ST,Republic of Ireland,EPL,3,3,H,H,180cm,,28
2014/2015,Mark Noble,West Ham,75,CM,England,EPL,3,3,H,H,180cm,,28
2014/2015,Luke Shaw,Manchester Utd,75,LB,England,EPL,2,2,H,M,185cm,,19
2014/2015,Christian Atsu,Everton,75,CAM,Ghana,EPL,3,2,M,M,172cm,,23
2014/2015,Victor Wanyama,Southampton,75,CDM,Kenya,EPL,2,3,M,H,188cm,,23
2014/2015,Àngel Rangel,Swansea City,75,RB,Spain,EPL,3,3,H,M,180cm,,32
2014/2015,Fraser Forster,Southampton,75,GK,England,EPL,1,4,M,M,201cm,,27
2014/2015,Lukasz Fabianski,Swansea City,75,GK,Poland,EPL,1,2,M,M,190cm,,30
2014/2015,Barry Bannan,Crystal Palace,75,CM,Scotland,EPL,3,2,M,M,169cm,,25
2014/2015,Christian Atsu,Chelsea,75,LW,Ghana,EPL,3,2,M,M,172cm,,23
2014/2015,Alex McCarthy,Crystal Palace,75,GK,England,EPL,1,2,M,M,193cm,,25
2014/2015,Fabian Delph,Manchester City,75,CM,England,EPL,3,3,M,H,174cm,,25
2014/2015,Yohan Benalouane,Leicester City,75,CB,Tunisia,EPL,2,3,M,M,187cm,,28
2014/2015,Yoan Gouffran,Newcastle Utd,74,LM,France,EPL,3,3,M,M,176cm,,29
2014/2015,Fabio Borini,Liverpool,74,LM,Italy,EPL,3,3,M,M,180cm,,24
2014/2015,Joel Ward,Crystal Palace,74,LB,England,EPL,2,3,M,M,187cm,,25
2014/2015,Oussama Assaidi,Stoke City,74,LM,Morocco,EPL,5,4,H,L,178cm,,45
2014/2015,Jonjo Shelvey,Swansea City,74,CAM,England,EPL,2,3,H,M,184cm,,23
2014/2015,Florin Gardoş,Southampton,74,CB,Romania,EPL,2,3,M,H,193cm,,26
2014/2015,Tom Cleverley,Aston Villa,74,CM,England,EPL,3,3,M,M,175cm,,45
2014/2015,Jefferson Montero,Swansea City,74,LW,Ecuador,EPL,4,4,H,M,173cm,,25
2014/2015,Lee Cattermole,Sunderland,74,CDM,England,EPL,2,3,L,H,178cm,,27
2014/2015,Sung Yueng Ki,Swansea City,74,CM,Korea Republic,EPL,3,4,H,M,187cm,,26
2014/2015,Jozy Altidore,Sunderland,74,ST,United States,EPL,3,4,M,M,186cm,,25
2014/2015,Federico Fernández,Swansea City,74,CB,Argentina,EPL,2,2,M,M,189cm,,26
2014/2015,Enner Valencia,West Ham,74,ST,Ecuador,EPL,2,3,H,L,174cm,,26
2014/2015,José Miguel da Rocha Fonte,Southampton,74,CB,Portugal,EPL,2,3,M,M,187cm,,31
2014/2015,James Collins,West Ham,74,CB,Wales,EPL,2,2,L,H,193cm,,31
2014/2015,Chris Brunt,West Brom,74,LM,Northern Ireland,EPL,3,3,M,M,185cm,,30
2014/2015,Suso,Liverpool,74,RM,Spain,EPL,4,3,M,L,178cm,,21
2014/2015,Glenn Whelan,Stoke City,74,CM,Republic of Ireland,EPL,3,4,M,H,180cm,,31
2014/2015,Aly Cissokho,Aston Villa,74,LB,France,EPL,2,2,H,M,181cm,,27
2014/2015,Benoît Assou-Ekotto,Spurs,74,LB,Cameroon,EPL,2,3,H,M,180cm,,31
2014/2015,Nathan Dyer,Swansea City,74,RM,England,EPL,4,3,H,H,165cm,,27
2014/2015,Nathaniel Clyne,Southampton,74,RB,England,EPL,3,3,H,M,175cm,,24
2014/2015,Joe Cole,Aston Villa,74,RM,England,EPL,4,4,H,L,176cm,,33
2014/2015,James Ward-Prowse,Southampton,74,CM,England,EPL,3,3,H,M,173cm,,20
2014/2015,Emre Can,Liverpool,74,CM,Germany,EPL,4,4,M,M,184cm,,21
2014/2015,Andros Townsend,Spurs,74,RM,England,EPL,3,4,H,M,181cm,,23
2014/2015,Sadio Mane,Southampton,74,LM,Senegal,EPL,4,3,H,M,175cm,,23
2014/2015,Danny Rose,Spurs,74,LB,England,EPL,3,3,H,M,173cm,,24
2014/2015,Vurnon Anita,Newcastle Utd,74,CDM,Netherlands,EPL,3,3,M,H,168cm,,26
2014/2015,Ravel Morrison,West Ham,74,CAM,England,EPL,3,4,M,M,175cm,,22
2014/2015,Ryan Bertrand,Southampton,74,LB,England,EPL,2,3,M,M,179cm,,25
2014/2015,Jordi Amat,Swansea City,74,CB,Spain,EPL,2,3,M,H,185cm,,23
2014/2015,Antolín Alcaraz,Everton,74,CB,Paraguay,EPL,2,3,M,M,187cm,,32
2014/2015,Craig Gardner,West Brom,74,CM,England,EPL,2,3,H,M,176cm,,28
2014/2015,Kurt Zouma,Chelsea,74,CB,France,EPL,2,3,M,M,187cm,,20
2014/2015,Jonás Gutiérrez,Newcastle Utd,74,LM,Argentina,EPL,3,3,H,H,183cm,,31
2014/2015,Martin Kelly,Crystal Palace,74,RB,England,EPL,3,3,M,M,191cm,,25
2014/2015,Darren Bent,Aston Villa,74,ST,England,EPL,3,3,L,L,180cm,,31
