season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2018/2019,Laurent Koscielny,Arsenal,82,CB,France,EPL,2,3,M,H,186cm,75kg,33
2018/2019,Petr Cech,Arsenal,82,GK,Czech Republic,EPL,1,3,M,M,196cm,90kg,37
2018/2019,Aaron Ramsey,Arsenal,82,CM,Wales,EPL,3,3,H,H,183cm,76kg,28
2018/2019,Shkodran Mustafi,Arsenal,82,CB,Germany,EPL,2,3,M,H,184cm,82kg,27
2018/2019,Gylfi Sigurðsson,Everton,82,CAM,Iceland,EPL,3,4,H,H,186cm,82kg,29
2018/2019,Idrissa Gueye,Everton,82,CDM,Senegal,EPL,3,3,M,H,174cm,66kg,29
2018/2019,Felipe Anderson,West Ham United,82,LM,Brazil,EPL,4,4,H,H,175cm,70kg,26
2018/2019,Marko Arnautovic,West Ham United,82,ST,Austria,EPL,4,4,H,M,192cm,83kg,30
2018/2019,Harry Maguire,Leicester City,82,CB,England,EPL,2,3,H,H,194cm,100kg,26
2018/2019,Jamie Vardy,Leicester City,82,ST,England,EPL,3,3,H,H,179cm,74kg,32
2018/2019,Wilfried Zaha,Crystal Palace,82,CF,Côte d'Ivoire,EPL,5,3,H,M,180cm,66kg,26
2018/2019,Jean Michaël Seri,Fulham,82,CM,Côte d'Ivoire,EPL,3,4,H,M,168cm,65kg,27
2018/2019,Marcus Rashford,Manchester United,82,ST,England,EPL,5,4,H,M,185cm,70kg,21
2018/2019,Lucas Torreira,Arsenal,82,CDM,Uruguay,EPL,4,3,M,H,168cm,64kg,23
2018/2019,Chris Smalling,Manchester United,81,CB,England,EPL,2,3,M,H,194cm,81kg,29
2018/2019,Marcus Rashford,Manchester United,81,LW,England,EPL,5,4,H,M,185cm,70kg,21
2018/2019,Benjamin Mendy,Manchester City,81,LB,France,EPL,3,3,H,M,185cm,85kg,24
2018/2019,Gary Cahill,Chelsea,81,CB,England,EPL,2,3,M,M,193cm,86kg,33
2018/2019,Antonio Rüdiger,Chelsea,81,CB,Germany,EPL,2,3,M,H,190cm,85kg,26
2018/2019,Joel Matip,Liverpool,81,CB,Cameroon,EPL,2,2,M,M,195cm,90kg,27
2018/2019,Dejan Lovren,Liverpool,81,CB,Croatia,EPL,2,4,M,H,188cm,84kg,29
2018/2019,Xherdan Shaqiri,Liverpool,81,RW,Switzerland,EPL,5,4,M,M,169cm,72kg,27
2018/2019,Adam Lallana,Liverpool,81,CM,England,EPL,4,5,H,H,178cm,73kg,31
2018/2019,Andrew Robertson,Liverpool,81,LB,Scotland,EPL,3,2,H,H,178cm,64kg,25
2018/2019,James Milner,Liverpool,81,CM,England,EPL,3,4,H,H,175cm,70kg,33
2018/2019,Serge Aurier,Tottenham Hotspur,81,RB,Côte d'Ivoire,EPL,3,3,H,H,176cm,76kg,26
2018/2019,Ben Davies,Tottenham Hotspur,81,LB,Wales,EPL,3,3,H,H,182cm,76kg,26
2018/2019,Granit Xhaka,Arsenal,81,CM,Switzerland,EPL,3,2,M,M,185cm,82kg,26
2018/2019,Abdoulaye Doucouré,Watford,81,CDM,France,EPL,3,3,H,M,182cm,76kg,26
2018/2019,Deulofeu,Watford,81,RM,Spain,EPL,4,4,H,L,177cm,73kg,25
2018/2019,Manuel Lanzini,West Ham United,81,CAM,Argentina,EPL,4,3,M,M,167cm,59kg,26
2018/2019,Iborra,Leicester City,81,CDM,Spain,EPL,3,4,M,M,190cm,91kg,31
2018/2019,Ricardo Pereira,Leicester City,81,RB,Portugal,EPL,3,4,H,H,175cm,70kg,25
2018/2019,Guaita,Crystal Palace,81,GK,Spain,EPL,1,3,M,M,190cm,80kg,32
2018/2019,João Moutinho,Wolverhampton Wanderers,81,CM,Portugal,EPL,3,4,H,M,170cm,61kg,32
2018/2019,Michy Batshuayi,Crystal Palace,81,ST,Belgium,EPL,4,5,M,L,185cm,78kg,25
2018/2019,Lucas Digne,Everton,81,LB,France,EPL,3,3,H,M,178cm,74kg,25
2018/2019,Ashley Young,Manchester United,80,LB,England,EPL,4,3,H,M,175cm,65kg,33
2018/2019,Sergio Romero,Manchester United,80,GK,Argentina,EPL,1,3,M,M,192cm,87kg,32
2018/2019,Phil Jones,Manchester United,80,CB,England,EPL,2,3,M,H,185cm,71kg,27
2018/2019,Fabian Delph,Manchester City,80,LB,England,EPL,3,3,H,H,174cm,78kg,29
2018/2019,Daniel Sturridge,Liverpool,80,ST,England,EPL,4,2,M,L,180cm,76kg,29
2018/2019,Alex Oxlade-Chamberlain,Liverpool,80,CM,England,EPL,4,4,H,H,175cm,70kg,25
2018/2019,Nathaniel Clyne,Liverpool,80,RB,England,EPL,3,2,H,M,175cm,67kg,28
2018/2019,Victor Wanyama,Tottenham Hotspur,80,CDM,Kenya,EPL,2,3,M,H,184cm,87kg,27
2018/2019,Danny Rose,Tottenham Hotspur,80,LB,England,EPL,3,3,M,H,174cm,76kg,28
2018/2019,Erik Lamela,Tottenham Hotspur,80,RM,Argentina,EPL,4,2,H,H,184cm,80kg,27
2018/2019,Nacho Monreal,Arsenal,80,LB,Spain,EPL,3,3,H,M,179cm,72kg,33
2018/2019,Stephan Lichtsteiner,Arsenal,80,RB,Switzerland,EPL,3,3,H,H,182cm,76kg,35
2018/2019,Cenk Tosun,Everton,80,ST,Turkey,EPL,3,4,H,M,183cm,78kg,27
2018/2019,Séamus Coleman,Everton,80,RB,Republic of Ireland,EPL,3,3,H,H,177cm,67kg,30
2018/2019,Jack Wilshere,West Ham United,80,CM,England,EPL,4,2,M,M,172cm,68kg,27
2018/2019,Andriy Yarmolenko,West Ham United,80,RM,Ukraine,EPL,4,3,H,M,190cm,83kg,29
2018/2019,Lukasz Fabianski,West Ham United,80,GK,Poland,EPL,1,2,M,M,190cm,83kg,34
2018/2019,Onyinye Ndidi,Leicester City,80,CDM,Nigeria,EPL,3,4,M,H,183cm,74kg,22
2018/2019,Mamadou Sakho,Crystal Palace,80,CB,France,EPL,2,2,M,H,187cm,83kg,29
2018/2019,Tom Heaton,Burnley,80,GK,England,EPL,1,3,M,M,187cm,92kg,33
2018/2019,Steven Defour,Burnley,80,CM,Belgium,EPL,3,3,M,M,175cm,72kg,31
2018/2019,Ben Mee,Burnley,80,CB,England,EPL,2,3,M,H,183cm,82kg,29
2018/2019,Fabricio,Fulham,80,GK,Spain,EPL,1,4,M,M,185cm,67kg,31
2018/2019,Sead Kolašinac,Arsenal,80,LB,Bosnia and Herzegovina,EPL,3,2,M,H,183cm,85kg,25
2018/2019,André Gomes,Everton,80,CM,Portugal,EPL,4,4,M,M,188cm,84kg,25
2018/2019,Fabián Balbuena,West Ham United,80,CB,Paraguay,EPL,2,3,L,M,188cm,85kg,27
2018/2019,Marcos Rojo,Manchester United,80,CB,Argentina,EPL,3,2,M,H,187cm,80kg,29
2018/2019,Eric Dier,Tottenham Hotspur,80,CDM,England,EPL,2,3,M,H,188cm,90kg,25
2018/2019,James Tarkowski,Burnley,80,CB,England,EPL,2,4,M,M,192cm,81kg,26
2018/2019,Jannik Vestergaard,Southampton,80,CB,Denmark,EPL,2,4,M,M,199cm,98kg,26
2018/2019,Héctor Bellerín,Arsenal,80,RB,Spain,EPL,3,3,H,M,178cm,74kg,24
2018/2019,Nick Pope,Burnley,80,GK,England,EPL,1,3,M,M,200cm,76kg,27
2018/2019,Bernard,Everton,80,LM,Brazil,EPL,4,4,H,M,164cm,60kg,26
2018/2019,Sergio Rico,Fulham,80,GK,Spain,EPL,1,3,M,M,194cm,88kg,25
2018/2019,Nathaniel Clyne,Bournemouth,80,RB,England,EPL,3,2,H,M,175cm,67kg,28
2018/2019,Miguel Almirón,Newcastle United,80,CAM,Paraguay,EPL,4,2,H,H,175cm,63kg,25
2018/2019,Richarlison,Everton,80,ST,Brazil,EPL,4,5,H,H,181cm,70kg,22
2018/2019,Rúben Neves,Wolverhampton Wanderers,80,CM,Portugal,EPL,3,3,M,M,180cm,80kg,22
2018/2019,Victor Nilsson Lindelöf,Manchester United,79,CB,Sweden,EPL,3,3,M,M,187cm,80kg,24
2018/2019,Marouane Fellaini,Manchester United,79,CM,Belgium,EPL,3,3,M,M,194cm,85kg,31
2018/2019,Danilo,Manchester City,79,RB,Brazil,EPL,3,4,H,M,184cm,78kg,27
2018/2019,Claudio Bravo,Manchester City,79,GK,Chile,EPL,1,3,M,M,184cm,80kg,36
2018/2019,Danny Drinkwater,Chelsea,79,CM,England,EPL,3,4,M,M,177cm,70kg,29
2018/2019,Ross Barkley,Chelsea,79,CAM,England,EPL,4,5,M,M,189cm,76kg,25
2018/2019,Marco van Ginkel,Chelsea,79,CM,Holland,EPL,3,4,H,H,186cm,82kg,26
2018/2019,Davide Zappacosta,Chelsea,79,RB,Italy,EPL,3,3,H,H,182cm,70kg,26
2018/2019,Simon Mignolet,Liverpool,79,GK,Belgium,EPL,1,2,M,M,193cm,87kg,31
2018/2019,Theo Walcott,Everton,79,RM,England,EPL,3,3,M,M,176cm,68kg,30
2018/2019,Leighton Baines,Everton,79,LB,England,EPL,3,3,H,M,170cm,70kg,34
2018/2019,Michael Keane,Everton,79,CB,England,EPL,2,3,M,H,191cm,82kg,26
2018/2019,Morgan Schneiderlin,Everton,79,CDM,France,EPL,3,3,L,H,185cm,75kg,29
2018/2019,Roberto Pereyra,Watford,79,LM,Argentina,EPL,4,4,H,M,182cm,77kg,28
2018/2019,Javier Hernández,West Ham United,79,ST,Mexico,EPL,3,3,M,L,175cm,73kg,30
2018/2019,Lucas Pérez,West Ham United,79,ST,Spain,EPL,4,4,H,H,180cm,73kg,30
2018/2019,Mohamed Elyounoussi,Southampton,79,LM,Norway,EPL,4,4,H,M,178cm,70kg,24
2018/2019,Ryan Bertrand,Southampton,79,LB,England,EPL,3,3,H,M,179cm,85kg,29
2018/2019,Adrien Silva,Leicester City,79,CM,Portugal,EPL,3,4,M,H,175cm,69kg,30
2018/2019,Max Meyer,Crystal Palace,79,CM,Germany,EPL,4,4,M,M,173cm,68kg,23
2018/2019,Luka Milivojevic,Crystal Palace,79,CDM,Serbia,EPL,3,2,M,H,186cm,80kg,28
2018/2019,Jefferson Lerma,Bournemouth,79,CDM,Colombia,EPL,3,4,M,H,179cm,70kg,24
2018/2019,Nathan Aké,Bournemouth,79,CB,Holland,EPL,2,3,M,H,180cm,75kg,24
2018/2019,Asmir Begovic,Bournemouth,79,GK,Bosnia and Herzegovina,EPL,1,2,M,M,199cm,83kg,31
2018/2019,Jack Cork,Burnley,79,CM,England,EPL,3,4,M,H,184cm,75kg,29
2018/2019,Jóhann Berg Gudmundsson,Burnley,79,RM,Iceland,EPL,4,4,H,H,179cm,77kg,28
2018/2019,Jonny,Wolverhampton Wanderers,79,LWB,Spain,EPL,3,3,H,M,170cm,70kg,25
2018/2019,Rúben Neves,Wolverhampton Wanderers,79,CM,Portugal,EPL,3,3,M,M,180cm,80kg,22
2018/2019,Tom Cairney,Fulham,79,CM,Scotland,EPL,4,2,H,M,185cm,83kg,28
2018/2019,Aaron Mooy,Huddersfield Town,79,CM,Australia,EPL,3,3,M,M,173cm,72kg,28
2018/2019,Ryan Babel,Fulham,79,LM,Holland,EPL,4,3,M,L,185cm,85kg,32
2018/2019,Denis Suárez,Arsenal,79,CM,Spain,EPL,3,3,M,M,176cm,69kg,25
2018/2019,Youri Tielemans,Leicester City,79,CM,Belgium,EPL,4,5,M,M,176cm,72kg,22
2018/2019,Luke Shaw,Manchester United,78,LB,England,EPL,3,2,H,M,181cm,75kg,23
2018/2019,Andreas Pereira,Manchester United,78,RM,Brazil,EPL,4,4,M,M,178cm,71kg,23
2018/2019,Victor Moses,Chelsea,78,RW,Nigeria,EPL,4,4,M,M,177cm,75kg,28
2018/2019,Trent Alexander-Arnold,Liverpool,78,RB,England,EPL,3,3,H,M,180cm,69kg,20
2018/2019,Michel Vorm,Tottenham Hotspur,78,GK,Holland,EPL,1,3,M,M,184cm,84kg,35
2018/2019,Mohamed Elneny,Arsenal,78,CDM,Egypt,EPL,3,3,M,H,181cm,74kg,26
2018/2019,Lucas Torreira,Arsenal,78,CM,Uruguay,EPL,4,3,M,H,168cm,64kg,23
2018/2019,Lucas Digne,Everton,78,LB,France,EPL,3,3,H,M,178cm,74kg,25
2018/2019,Phil Jagielka,Everton,78,CB,England,EPL,2,3,M,H,180cm,87kg,36
2018/2019,James McCarthy,Everton,78,CDM,Republic of Ireland,EPL,3,4,M,H,180cm,72kg,28
2018/2019,Yerry Mina,Everton,78,CB,Colombia,EPL,2,2,M,H,195cm,94kg,24
2018/2019,Kurt Zouma,Everton,78,CB,France,EPL,2,3,M,M,190cm,96kg,24
2018/2019,Christian Kabasele,Watford,78,CB,Belgium,EPL,2,3,M,H,188cm,84kg,28
2018/2019,Michail Antonio,West Ham United,78,ST,England,EPL,4,3,H,M,178cm,82kg,29
2018/2019,Adrián,West Ham United,78,GK,Spain,EPL,1,2,M,M,190cm,80kg,32
2018/2019,Angelo Ogbonna,West Ham United,78,CB,Italy,EPL,2,3,M,M,191cm,86kg,31
2018/2019,Oriol Romeu,Southampton,78,CDM,Spain,EPL,2,3,M,H,183cm,83kg,27
2018/2019,Mario Lemina,Southampton,78,CM,Gabon,EPL,3,3,M,M,184cm,85kg,25
2018/2019,Jonny Evans,Leicester City,78,CB,Northern Ireland,EPL,2,4,M,H,188cm,77kg,31
2018/2019,James Tomkins,Crystal Palace,78,CB,England,EPL,2,3,M,M,192cm,74kg,30
2018/2019,Andros Townsend,Crystal Palace,78,RM,England,EPL,4,4,H,H,181cm,73kg,27
2018/2019,Christian Benteke,Crystal Palace,78,ST,Belgium,EPL,2,4,M,L,190cm,83kg,28
2018/2019,Jonjo Shelvey,Newcastle United,78,CM,England,EPL,3,3,L,M,184cm,80kg,27
2018/2019,Jamaal Lascelles,Newcastle United,78,CB,England,EPL,2,3,M,H,188cm,89kg,25
2018/2019,Florian Lejeune,Newcastle United,78,CB,France,EPL,2,3,M,H,189cm,89kg,28
2018/2019,Joshua King,Bournemouth,78,CF,Norway,EPL,4,3,M,M,184cm,74kg,27
2018/2019,Callum Wilson,Bournemouth,78,ST,England,EPL,4,3,H,M,180cm,66kg,27
2018/2019,Joe Hart,Burnley,78,GK,England,EPL,1,3,M,M,196cm,91kg,32
2018/2019,Matthew Lowton,Burnley,78,RB,England,EPL,2,3,H,H,181cm,78kg,29
2018/2019,Chris Wood,Burnley,78,ST,New Zealand,EPL,2,3,H,M,189cm,92kg,27
2018/2019,Pascal Groß,Brighton & Hove Albion,78,CAM,Germany,EPL,4,4,H,H,181cm,78kg,27
2018/2019,Mathew Ryan,Brighton & Hove Albion,78,GK,Australia,EPL,1,4,M,M,184cm,82kg,27
2018/2019,Alireza Jahanbakhsh,Brighton & Hove Albion,78,RM,Iran,EPL,4,4,H,H,180cm,78kg,25
2018/2019,Raúl Jiménez,Wolverhampton Wanderers,78,ST,Mexico,EPL,4,4,H,H,188cm,81kg,28
2018/2019,Leander Dendoncker,Wolverhampton Wanderers,78,CB,Belgium,EPL,2,4,H,H,189cm,88kg,24
2018/2019,Diogo Jota,Wolverhampton Wanderers,78,LW,Portugal,EPL,4,4,H,H,178cm,73kg,22
2018/2019,André Schürrle,Fulham,78,LM,Germany,EPL,3,4,H,H,184cm,73kg,28
2018/2019,Christopher Schindler,Huddersfield Town,78,CB,Germany,EPL,2,3,M,M,189cm,77kg,29
2018/2019,Eliaquim Mangala,Manchester City,77,CB,France,EPL,2,4,M,H,187cm,84kg,28
2018/2019,Ruben Loftus-Cheek,Chelsea,77,CM,England,EPL,4,3,M,L,191cm,83kg,23
2018/2019,Divock Origi,Liverpool,77,ST,Belgium,EPL,4,3,H,M,185cm,75kg,24
2018/2019,Alberto Moreno,Liverpool,77,LB,Spain,EPL,3,3,H,M,171cm,65kg,26
2018/2019,Llorente,Tottenham Hotspur,77,ST,Spain,EPL,3,3,M,M,191cm,92kg,34
2018/2019,Danny Welbeck,Arsenal,77,LW,England,EPL,3,3,H,H,185cm,73kg,28
2018/2019,Richarlison,Everton,77,LM,Brazil,EPL,4,5,H,H,181cm,70kg,22
2018/2019,Gomes,Watford,77,GK,Brazil,EPL,1,2,M,M,191cm,95kg,38
2018/2019,Jose Holebas,Watford,77,LB,Greece,EPL,3,2,H,M,185cm,81kg,34
2018/2019,Daryl Janmaat,Watford,77,RB,Holland,EPL,3,3,H,M,185cm,80kg,29
2018/2019,Troy Deeney,Watford,77,ST,England,EPL,2,3,H,M,183cm,90kg,30
2018/2019,Ben Foster,Watford,77,GK,England,EPL,1,3,M,M,193cm,90kg,36
2018/2019,Etienne Capoue,Watford,77,CM,France,EPL,3,3,L,L,190cm,87kg,30
2018/2019,Winston Reid,West Ham United,77,CB,New Zealand,EPL,2,3,L,H,190cm,87kg,30
2018/2019,Carlos Sánchez,West Ham United,77,CDM,Colombia,EPL,3,3,M,M,182cm,82kg,33
2018/2019,Andy Carroll,West Ham United,77,ST,England,EPL,2,3,M,H,193cm,79kg,30
2018/2019,Pedro Obiang,West Ham United,77,CDM,Spain,EPL,3,3,M,H,185cm,75kg,27
2018/2019,Charlie Austin,Southampton,77,ST,England,EPL,2,2,H,M,188cm,84kg,29
2018/2019,Cédric,Southampton,77,RB,Portugal,EPL,3,4,H,M,172cm,67kg,27
2018/2019,Alex McCarthy,Southampton,77,GK,England,EPL,1,2,M,M,193cm,79kg,29
2018/2019,Manolo Gabbiadini,Southampton,77,ST,Italy,EPL,3,3,H,L,181cm,72kg,27
2018/2019,James Ward-Prowse,Southampton,77,RM,England,EPL,3,3,M,M,173cm,66kg,24
2018/2019,Jordan Ayew,Crystal Palace,77,ST,Ghana,EPL,4,3,M,H,182cm,81kg,27
2018/2019,Salomón Rondón,Newcastle United,77,ST,Venezuela,EPL,3,4,H,M,186cm,98kg,29
2018/2019,Matt Ritchie,Newcastle United,77,RM,Scotland,EPL,4,4,H,M,172cm,76kg,29
2018/2019,Jermain Defoe,Bournemouth,77,ST,England,EPL,3,4,M,L,171cm,65kg,36
2018/2019,Lewis Cook,Bournemouth,77,CM,England,EPL,3,4,M,M,175cm,71kg,22
2018/2019,Steve Cook,Bournemouth,77,CB,England,EPL,2,3,M,H,185cm,82kg,28
2018/2019,Aaron Lennon,Burnley,77,RM,England,EPL,3,3,H,H,165cm,63kg,32
2018/2019,Ashley Barnes,Burnley,77,ST,Austria,EPL,3,4,H,H,186cm,84kg,29
2018/2019,Robbie Brady,Burnley,77,LM,Republic of Ireland,EPL,4,3,H,M,179cm,77kg,27
2018/2019,José Izquierdo,Brighton & Hove Albion,77,LM,Colombia,EPL,4,3,H,H,171cm,75kg,26
2018/2019,Davy Pröpper,Brighton & Hove Albion,77,CM,Holland,EPL,3,3,M,H,185cm,79kg,27
