season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2010/2011,Patrice Evra,Manchester United,84,LWB,France,EPL,4,2,,,175cm,76kg,30
2010/2011,Kolo Touré,Manchester City,84,CB,Ivory Coast,EPL,2,3,,,183cm,76kg,30
2010/2011,Samir Nasri,Arsenal,84,CAM,France,EPL,4,4,,,178cm,72kg,23
2010/2011,Yaya Touré,Manchester City,83,CDM,Ivory Coast,EPL,3,4,,,187cm,78kg,28
2010/2011,Edwin van der Sar,Manchester United,83,GK,Netherlands,EPL,1,3,,,197cm,89kg,40
2010/2011,Emmanuel Adebayor,Manchester City,83,ST,Togo,EPL,3,3,,,191cm,75kg,27
2010/2011,Gomes,Tottenham Hotspur,83,GK,Brazil,EPL,1,2,,,191cm,87kg,30
2010/2011,Alex Rodrigo Dias da Costa,Chelsea,83,CB,Brazil,EPL,2,3,,,189cm,92kg,28
2010/2011,Nani,Manchester United,83,LW,Portugal,EPL,5,4,,,175cm,66kg,24
2010/2011,Ashley Young,Aston Villa,83,LW,England,EPL,4,3,,,175cm,65kg,25
2010/2011,Thomas Vermaelen,Arsenal,83,CB,Belgium,EPL,2,3,,,182cm,82kg,25
2010/2011,Antonio Valencia,Manchester United,83,RW,Ecuador,EPL,3,3,,,181cm,73kg,25
2010/2011,Ryan Giggs,Manchester United,82,LM,Wales,EPL,3,3,,,180cm,70kg,37
2010/2011,Paul Scholes,Manchester United,82,CM,England,EPL,3,3,,,170cm,74kg,36
2010/2011,Jamie Carragher,Liverpool,82,CB,England,EPL,2,3,,,185cm,76kg,33
2010/2011,Gareth Barry,Manchester City,82,CDM,England,EPL,3,4,,,183cm,79kg,30
2010/2011,Tomáš Rosický,Arsenal,82,CAM,Czech Republic,EPL,4,4,,,178cm,68kg,30
2010/2011,Brad Friedel,Aston Villa,82,GK,United States,EPL,1,3,,,188cm,91kg,40
2010/2011,Tim Howard,Everton,82,GK,United States,EPL,1,3,,,191cm,88kg,32
2010/2011,Dimitar Berbatov,Manchester United,82,ST,Bulgaria,EPL,4,3,,,189cm,80kg,30
2010/2011,Mikel Arteta Amatriain,Everton,82,CM,Spain,EPL,4,4,,,175cm,64kg,29
2010/2011,Aliaksandr Hleb,Birmingham City,82,RM,Belarus,EPL,4,4,,,185cm,73kg,30
2010/2011,Brede Hangeland,Fulham,82,CB,Norway,EPL,2,3,,,195cm,92kg,29
2010/2011,Jermain Defoe,Tottenham Hotspur,82,ST,England,EPL,2,3,,,171cm,65kg,28
2010/2011,Darren Bent,Sunderland,82,ST,England,EPL,3,3,,,180cm,73kg,27
2010/2011,Marouane Chamakh,Arsenal,82,ST,Morocco,EPL,3,3,,,185cm,70kg,27
2010/2011,Darren Fletcher,Manchester United,82,CM,Scotland,EPL,2,3,,,184cm,83kg,27
2010/2011,Joe Hart,Manchester City,82,GK,England,EPL,1,3,,,191cm,84kg,24
2010/2011,Daniel Agger,Liverpool,82,CB,Denmark,EPL,2,3,,,191cm,79kg,26
2010/2011,Aaron Lennon,Tottenham Hotspur,82,RW,England,EPL,3,3,,,165cm,72kg,24
2010/2011,Alexandre Song,Arsenal,82,CDM,Cameroon,EPL,2,3,,,182cm,75kg,23
2010/2011,Bacary Sagna,Arsenal,82,RB,France,EPL,3,3,,,176cm,72kg,28
2010/2011,John Obi Mikel,Chelsea,82,CDM,Nigeria,EPL,2,3,,,188cm,86kg,24
2010/2011,Luka Modric,Tottenham Hotspur,82,CAM,Croatia,EPL,4,5,,,173cm,65kg,25
2010/2011,Branislav Ivanović,Chelsea,82,CB,Serbia,EPL,2,4,,,188cm,86kg,27
2010/2011,José Bosingwa da Silva,Chelsea,81,RWB,Portugal,EPL,4,4,,,183cm,75kg,28
2010/2011,William Gallas,Tottenham Hotspur,81,CB,France,EPL,2,3,,,183cm,82kg,33
2010/2011,Owen Hargreaves,Manchester United,81,CDM,England,EPL,2,4,,,180cm,73kg,30
2010/2011,Dirk Kuyt,Liverpool,81,ST,Netherlands,EPL,3,3,,,184cm,77kg,30
2010/2011,Michael Carrick,Manchester United,81,CM,England,EPL,2,4,,,185cm,74kg,29
2010/2011,Sébastien Squillaci,Arsenal,81,CB,France,EPL,2,3,,,185cm,76kg,30
2010/2011,James Milner,Manchester City,81,CM,England,EPL,3,4,,,176cm,70kg,25
2010/2011,Joleon Lescott,Manchester City,81,CB,England,EPL,2,3,,,188cm,83kg,28
2010/2011,Gaël Clichy,Arsenal,81,LWB,France,EPL,3,4,,,175cm,72kg,25
2010/2011,Yuriy Zhirkov,Chelsea,81,LM,Russia,EPL,3,3,,,185cm,75kg,27
2010/2011,Gabriel Agbonlahor,Aston Villa,81,RM,England,EPL,3,4,,,181cm,79kg,24
2010/2011,Theo Walcott,Arsenal,81,RW,England,EPL,3,3,,,176cm,67kg,22
2010/2011,Adam Johnson,Manchester City,81,LW,England,EPL,3,4,,,175cm,66kg,23
2010/2011,Gareth Bale,Tottenham Hotspur,81,LM,Wales,EPL,4,4,,,183cm,74kg,21
2010/2011,Marouane Fellaini,Everton,81,CDM,Belgium,EPL,3,4,,,194cm,85kg,23
2010/2011,Mario Balotelli,Manchester City,81,ST,Italy,EPL,4,3,,,189cm,88kg,20
2010/2011,Joe Cole,Liverpool,80,CAM,England,EPL,4,4,,,176cm,73kg,29
2010/2011,Mark Schwarzer,Fulham,80,GK,Australia,EPL,1,3,,,194cm,85kg,38
2010/2011,Stiliyan Petrov,Aston Villa,80,CM,Bulgaria,EPL,4,4,,,180cm,77kg,31
2010/2011,Shaun Wright-Phillips,Manchester City,80,RW,England,EPL,3,3,,,166cm,64kg,29
2010/2011,John O'Shea,Manchester United,80,RB,Republic of Ireland,EPL,2,3,,,190cm,75kg,30
2010/2011,Louis Saha,Everton,80,ST,France,EPL,3,4,,,185cm,86kg,32
2010/2011,Richard Dunne,Aston Villa,80,CB,Republic of Ireland,EPL,2,3,,,188cm,96kg,31
2010/2011,Roque Santa Cruz,Manchester City,80,ST,Paraguay,EPL,3,4,,,189cm,82kg,29
2010/2011,John Carew,Aston Villa,80,ST,Norway,EPL,2,3,,,193cm,88kg,31
2010/2011,John Heitinga,Everton,80,CB,Netherlands,EPL,2,3,,,180cm,72kg,27
2010/2011,Matthew Upson,West Ham United,80,CB,England,EPL,2,3,,,185cm,72kg,32
2010/2011,Ledley King,Tottenham Hotspur,80,CB,England,EPL,2,4,,,188cm,91kg,30
2010/2011,Tim Cahill,Everton,80,CAM,Australia,EPL,3,4,,,178cm,64kg,31
2010/2011,Nigel de Jong,Manchester City,80,CDM,Netherlands,EPL,2,4,,,173cm,71kg,26
2010/2011,Phil Jagielka,Everton,80,CB,England,EPL,2,3,,,180cm,87kg,28
2010/2011,Stewart Downing,Aston Villa,80,LW,England,EPL,3,3,,,180cm,64kg,26
2010/2011,Tom Huddlestone,Tottenham Hotspur,80,CM,England,EPL,3,4,,,190cm,94kg,24
2010/2011,Michael Dawson,Tottenham Hotspur,80,CB,England,EPL,2,3,,,187cm,79kg,27
2010/2011,Glen Johnson,Liverpool,80,RWB,England,EPL,3,4,,,182cm,76kg,26
2010/2011,Vincent Kompany,Manchester City,80,CB,Belgium,EPL,2,4,,,192cm,85kg,25
2010/2011,Milan Jovanović,Liverpool,80,LF,Serbia,EPL,3,3,,,183cm,73kg,30
2010/2011,Raúl José Trindade Meireles,Liverpool,80,CM,Portugal,EPL,3,4,,,179cm,70kg,28
2010/2011,Clint Dempsey,Fulham,80,RM,United States,EPL,4,3,,,185cm,84kg,28
2010/2011,Niko Kranjčar,Tottenham Hotspur,80,CAM,Croatia,EPL,3,4,,,185cm,83kg,26
2010/2011,Salomon Kalou,Chelsea,80,LW,Ivory Coast,EPL,4,3,,,186cm,78kg,25
2010/2011,Martin Škrtel,Liverpool,80,CB,Slovakia,EPL,2,3,,,191cm,81kg,26
2010/2011,Stephen Ireland,Aston Villa,80,CAM,Republic of Ireland,EPL,3,4,,,173cm,66kg,24
2010/2011,Jussi Jääskeläinen,Bolton Wanderers,79,GK,Finland,EPL,1,2,,,193cm,80kg,36
2010/2011,Yossi Benayoun,Chelsea,79,CAM,Israel,EPL,3,4,,,178cm,70kg,31
2010/2011,Steven Pienaar,Everton,79,LM,South Africa,EPL,4,4,,,170cm,71kg,29
2010/2011,Bobby Zamora,Fulham,79,ST,England,EPL,3,4,,,183cm,74kg,30
2010/2011,Sotirios Kyrgiakos,Liverpool,79,CB,Greece,EPL,2,3,,,193cm,88kg,31
2010/2011,Maxi Rodríguez,Liverpool,79,RM,Argentina,EPL,4,3,,,180cm,73kg,30
2010/2011,Carlos Javier Cuéllar Jiménez,Aston Villa,79,CB,Spain,EPL,2,3,,,190cm,84kg,29
2010/2011,Abou Diaby,Arsenal,79,CM,France,EPL,3,3,,,191cm,76kg,25
2010/2011,Sebastian Larsson,Birmingham City,79,RM,Sweden,EPL,3,3,,,178cm,70kg,25
2010/2011,Gary Cahill,Bolton Wanderers,79,CB,England,EPL,2,4,,,188cm,71kg,25
2010/2011,Charles N'Zogbia,Wigan Athletic,79,LM,France,EPL,4,3,,,170cm,70kg,24
2010/2011,Nicklas Bendtner,Arsenal,79,ST,Denmark,EPL,3,3,,,194cm,84kg,23
2010/2011,Micah Richards,Manchester City,79,RB,England,EPL,3,3,,,181cm,83kg,22
2010/2011,Denilson Pereira Neves,Arsenal,79,CM,Brazil,EPL,3,3,,,180cm,68kg,23
2010/2011,Javier Hernández,Manchester United,79,ST,Mexico,EPL,3,4,,,175cm,62kg,22
2010/2011,Ramires Santos do Nascimen.,Chelsea,79,CM,Brazil,EPL,3,3,,,180cm,73kg,24
2010/2011,Aleksandar Kolarov,Manchester City,79,LWB,Serbia,EPL,2,3,,,187cm,83kg,25
2010/2011,Phil Neville,Everton,78,CDM,England,EPL,2,4,,,180cm,76kg,34
2010/2011,Robbie Keane,Tottenham Hotspur,78,CF,Republic of Ireland,EPL,3,3,,,175cm,73kg,30
2010/2011,Ryan Nelsen,Blackburn Rovers,78,CB,New Zealand,EPL,2,3,,,183cm,90kg,33
2010/2011,Patrick Vieira,Manchester City,78,CDM,France,EPL,2,3,,,192cm,82kg,34
2010/2011,Scott Parker,West Ham United,78,CM,England,EPL,3,3,,,175cm,69kg,30
2010/2011,Wes Brown,Manchester United,78,CB,England,EPL,2,3,,,185cm,75kg,31
2010/2011,Andrew Johnson,Fulham,78,ST,England,EPL,3,3,,,170cm,64kg,30
2010/2011,Martin Petrov,Bolton Wanderers,78,LM,Bulgaria,EPL,3,2,,,180cm,77kg,32
2010/2011,James Collins,Aston Villa,78,CB,Wales,EPL,2,3,,,193cm,90kg,27
2010/2011,Barry Ferguson,Birmingham City,78,CM,Scotland,EPL,3,2,,,178cm,73kg,33
2010/2011,Morten Gamst Pedersen,Blackburn Rovers,78,LM,Norway,EPL,4,4,,,183cm,74kg,29
2010/2011,Carlton Cole,West Ham United,78,ST,England,EPL,3,3,,,191cm,78kg,27
2010/2011,Jonathan Woodgate,Tottenham Hotspur,78,CB,England,EPL,2,3,,,189cm,80kg,31
2010/2011,Peter Crouch,Tottenham Hotspur,78,ST,England,EPL,3,3,,,201cm,79kg,30
2010/2011,Damien Duff,Fulham,78,LW,Republic of Ireland,EPL,3,3,,,175cm,76kg,32
2010/2011,Craig Gordon,Sunderland,78,GK,Scotland,EPL,1,2,,,193cm,83kg,28
2010/2011,Roger Johnson,Birmingham City,78,CB,England,EPL,2,3,,,191cm,70kg,28
2010/2011,Stephen Warnock,Aston Villa,78,LB,England,EPL,2,3,,,178cm,75kg,29
2010/2011,Rob Green,West Ham United,78,GK,England,EPL,1,3,,,188cm,93kg,31
2010/2011,John Mensah,Sunderland,78,CB,Ghana,EPL,2,4,,,178cm,79kg,28
2010/2011,Pablo Zabaleta,Manchester City,78,RB,Argentina,EPL,3,3,,,177cm,76kg,26
2010/2011,Jonás Gutiérrez,Newcastle United,78,RM,Argentina,EPL,3,3,,,183cm,73kg,27
2010/2011,Roman Pavlyuchenko,Tottenham Hotspur,78,ST,Russia,EPL,3,4,,,188cm,78kg,29
2010/2011,David Bentley,Tottenham Hotspur,78,RM,England,EPL,4,3,,,175cm,68kg,26
2010/2011,Chung-Yong Lee,Bolton Wanderers,78,RW,Korea Republic,EPL,3,3,,,178cm,60kg,22
2010/2011,Benoît Assou-Ekotto,Tottenham Hotspur,78,LB,Cameroon,EPL,2,4,,,178cm,69kg,27
2010/2011,Kenwyne Jones,Stoke City,78,ST,Trinidad & Tobago,EPL,3,3,,,187cm,85kg,26
2010/2011,Ben Arfa,Newcastle United,78,RW,France,EPL,5,4,,,178cm,65kg,24
2010/2011,Johan Djourou,Arsenal,78,CB,Switzerland,EPL,2,3,,,192cm,89kg,24
2010/2011,Leighton Baines,Everton,78,LB,England,EPL,3,3,,,170cm,70kg,26
2010/2011,Onuoha,Sunderland,78,CB,England,EPL,2,3,,,183cm,95kg,24
2010/2011,Cameron Jerome,Birmingham City,78,ST,England,EPL,3,3,,,185cm,86kg,24
2010/2011,Anderson Luis de Abreu Oliveira,Manchester United,78,CM,Brazil,EPL,3,3,,,176cm,69kg,23
2010/2011,Asamoah Gyan,Sunderland,78,ST,Ghana,EPL,4,3,,,180cm,80kg,25
2010/2011,Ryan Shawcross,Stoke City,78,CB,England,EPL,2,3,,,191cm,76kg,23
2010/2011,Giovani dos Santos,Tottenham Hotspur,78,RW,Mexico,EPL,4,4,,,171cm,60kg,22
2010/2011,Sébastien Bassong,Tottenham Hotspur,78,CB,Cameroon,EPL,2,3,,,187cm,75kg,24
2010/2011,Wilson Palacios,Tottenham Hotspur,78,CM,Honduras,EPL,2,4,,,178cm,71kg,26
2010/2011,Lucas Leiva,Liverpool,78,CM,Brazil,EPL,3,3,,,179cm,73kg,24
2010/2011,Vedran Corluka,Tottenham Hotspur,78,RB,Croatia,EPL,3,3,,,193cm,88kg,25
2010/2011,Lee Bowyer,Birmingham City,77,CM,England,EPL,3,3,,,175cm,62kg,34
2010/2011,Wayne Bridge,Manchester City,77,LB,England,EPL,3,2,,,178cm,75kg,30
2010/2011,Michael Owen,Manchester United,77,ST,England,EPL,3,4,,,173cm,70kg,31
2010/2011,Kevin Davies,Bolton Wanderers,77,ST,England,EPL,3,3,,,183cm,81kg,34
2010/2011,Paul Robinson,Blackburn Rovers,77,GK,England,EPL,1,2,,,190cm,90kg,31
2010/2011,Danny Murphy,Fulham,77,CM,England,EPL,3,3,,,175cm,69kg,34
2010/2011,Ji Sung Park,Manchester United,77,RM,Korea Republic,EPL,3,3,,,175cm,70kg,30
2010/2011,James McFadden,Birmingham City,77,CF,Scotland,EPL,3,3,,,178cm,75kg,28
2010/2011,Paul Scharner,West Bromwich Albion,77,CB,Austria,EPL,2,3,,,191cm,80kg,31
2010/2011,Christian Poulsen,Liverpool,77,CDM,Denmark,EPL,2,3,,,182cm,76kg,31
2010/2011,Christopher Samba,Blackburn Rovers,77,CB,Congo,EPL,2,2,,,196cm,91kg,27
2010/2011,Matthew Etherington,Stoke City,77,LM,England,EPL,3,2,,,178cm,64kg,29
2010/2011,David Dunn,Blackburn Rovers,77,CAM,England,EPL,3,3,,,175cm,77kg,31
2010/2011,Kevin Nolan,Newcastle United,77,CM,England,EPL,3,3,,,183cm,86kg,28
2010/2011,Luke Young,Aston Villa,77,RB,England,EPL,2,3,,,183cm,78kg,31
2010/2011,Yakubu Ayegbeni,Everton,77,ST,Nigeria,EPL,3,4,,,183cm,83kg,28
2010/2011,Manuel Almunia Rivero,Arsenal,77,GK,Spain,EPL,1,3,,,191cm,93kg,34
2010/2011,Emmanuel Eboué,Arsenal,77,RM,Ivory Coast,EPL,3,3,,,178cm,73kg,27
2010/2011,Thomas Sørensen,Stoke City,77,GK,Denmark,EPL,1,3,,,196cm,89kg,34
2010/2011,Stipe Pletikosa,Tottenham Hotspur,77,GK,Croatia,EPL,1,5,,,193cm,88kg,32
2010/2011,John Paintsil,Fulham,77,RB,Ghana,EPL,3,4,,,178cm,68kg,29
2010/2011,Kevin Doyle,Wolverhampton Wanderers,77,ST,Republic of Ireland,EPL,3,3,,,181cm,84kg,27
2010/2011,Ryan Babel,Liverpool,77,LF,Netherlands,EPL,4,3,,,185cm,73kg,24
2010/2011,Scott Dann,Birmingham City,77,CB,England,EPL,2,3,,,188cm,76kg,24
2010/2011,Moussa Dembélé,Fulham,77,CF,Belgium,EPL,4,4,,,183cm,83kg,23
2010/2011,Younès Kaboul,Tottenham Hotspur,77,CB,France,EPL,2,3,,,188cm,87kg,25
2010/2011,Curtis Davies,Aston Villa,77,CB,England,EPL,2,3,,,188cm,76kg,26
2010/2011,Fabrice Muamba,Bolton Wanderers,77,CDM,England,EPL,2,3,,,188cm,78kg,23
2010/2011,Hugo Rodallega,Wigan Athletic,77,ST,Colombia,EPL,3,3,,,181cm,72kg,25
2010/2011,Carlos Vela,Arsenal,77,ST,Mexico,EPL,4,3,,,178cm,72kg,22
2010/2011,Matt Derbyshire,Birmingham City,77,ST,England,EPL,3,3,,,177cm,77kg,25
2010/2011,Jonny Evans,Manchester United,77,CB,Northern Ireland,EPL,2,3,,,188cm,77kg,23
2010/2011,Pablo Barrera,West Ham United,77,RM,Mexico,EPL,4,5,,,175cm,65kg,23
2010/2011,Jack Rodwell,Everton,77,CDM,England,EPL,3,5,,,188cm,81kg,20
2010/2011,Jérôme Boateng,Manchester City,77,CB,Germany,EPL,3,4,,,191cm,90kg,22
2010/2011,Mame Diouf,Blackburn Rovers,77,ST,Senegal,EPL,3,3,,,184cm,77kg,23
2010/2011,Rafael,Manchester United,77,RWB,Brazil,EPL,3,4,,,172cm,69kg,20
2010/2011,Gary Neville,Manchester United,76,RB,England,EPL,2,3,,,179cm,79kg,36
2010/2011,Sol Campbell,Newcastle United,76,CB,England,EPL,2,3,,,188cm,86kg,36
2010/2011,Johan Elmander,Bolton Wanderers,76,ST,Sweden,EPL,2,4,,,188cm,84kg,29
2010/2011,Emile Heskey,Aston Villa,76,ST,England,EPL,3,4,,,188cm,88kg,33
2010/2011,Stephen Carr,Birmingham City,76,RB,Republic of Ireland,EPL,3,3,,,175cm,78kg,34
2010/2011,El-Hadji Diouf,Blackburn Rovers,76,RW,Senegal,EPL,4,4,,,182cm,75kg,30
2010/2011,Chris Kirkland,Wigan Athletic,76,GK,England,EPL,1,3,,,191cm,74kg,30
2010/2011,Sylvain Distin,Everton,76,CB,France,EPL,2,3,,,192cm,88kg,33
2010/2011,Fabricio Coloccini,Newcastle United,76,CB,Argentina,EPL,2,3,,,183cm,78kg,29
2010/2011,Jermaine Jenas,Tottenham Hotspur,76,CM,England,EPL,3,3,,,181cm,75kg,28
2010/2011,Thomas Hitzlsperger,West Ham United,76,CDM,Germany,EPL,2,3,,,184cm,82kg,29
2010/2011,Zat Knight,Bolton Wanderers,76,CB,England,EPL,2,1,,,198cm,87kg,31
2010/2011,Abdoulaye Faye,Stoke City,76,CB,Senegal,EPL,2,3,,,187cm,87kg,33
2010/2011,Paulo Renato Rebocho Ferreira,Chelsea,76,RB,Portugal,EPL,2,4,,,183cm,76kg,32
2010/2011,Zoltán Gera,Fulham,76,RM,Hungary,EPL,4,4,,,183cm,75kg,32
2010/2011,Benjani Mwaruwari,Blackburn Rovers,76,ST,Zimbabwe,EPL,3,3,,,188cm,78kg,32
2010/2011,Nigel Reo-Coker,Aston Villa,76,CM,England,EPL,2,3,,,175cm,76kg,27
2010/2011,Alan Hutton,Tottenham Hotspur,76,RB,Scotland,EPL,2,3,,,185cm,72kg,26
2010/2011,Diniyar Bilyaletdinov,Everton,76,LM,Russia,EPL,3,4,,,185cm,79kg,26
2010/2011,Leon Osman,Everton,76,CM,England,EPL,3,3,,,173cm,64kg,30
2010/2011,Valon Behrami,West Ham United,76,RM,Switzerland,EPL,3,4,,,185cm,78kg,26
2010/2011,Liam Ridgewell,Birmingham City,76,CB,England,EPL,2,3,,,188cm,79kg,26
2010/2011,Brad Guzan,Aston Villa,76,GK,United States,EPL,1,3,,,193cm,95kg,26
2010/2011,Steven Fletcher,Wolverhampton Wanderers,76,ST,Scotland,EPL,2,4,,,185cm,76kg,24
2010/2011,Laurent Koscielny,Arsenal,76,CB,France,EPL,2,4,,,186cm,75kg,25
2010/2011,Lee Cattermole,Sunderland,76,CM,England,EPL,3,4,,,178cm,76kg,23
2010/2011,Daniel Sturridge,Chelsea,76,ST,England,EPL,3,4,,,188cm,76kg,21
2010/2011,Miguel Marcos Madera,Birmingham City,76,CDM,Spain,EPL,3,4,,,183cm,72kg,25
2010/2011,Gabriel Obertan,Manchester United,76,RW,France,EPL,5,4,,,186cm,80kg,22
2010/2011,Michael Johnson,Manchester City,76,CM,England,EPL,3,3,,,183cm,76kg,23
2010/2011,Marc Albrighton,Aston Villa,76,RM,England,EPL,3,2,,,175cm,67kg,21
2010/2011,Fabian Delph,Aston Villa,76,CM,England,EPL,3,4,,,176cm,60kg,21
2010/2011,Nathan Delfouneso,Aston Villa,76,ST,England,EPL,4,4,,,186cm,78kg,20
2010/2011,Kieran Gibbs,Arsenal,76,LWB,England,EPL,3,1,,,178cm,64kg,21
2010/2011,Aaron Ramsey,Arsenal,76,CM,Wales,EPL,3,4,,,178cm,76kg,20
2010/2011,Chris Smalling,Manchester United,76,CB,England,EPL,2,3,,,192cm,81kg,21
2010/2011,Carlo Cudicini,Tottenham Hotspur,75,GK,Italy,EPL,1,2,,,185cm,80kg,37
2010/2011,Brett Emerton,Blackburn Rovers,75,RM,Australia,EPL,3,2,,,185cm,85kg,32
2010/2011,Eidur Gudjohnsen,Stoke City,75,CF,Iceland,EPL,3,4,,,185cm,83kg,32
2010/2011,Aaron Hughes,Fulham,75,CB,Northern Ireland,EPL,2,3,,,183cm,72kg,31
2010/2011,Fábio Aurélio Rodrígues,Liverpool,75,LWB,Brazil,EPL,3,2,,,173cm,74kg,31
2010/2011,Gary Caldwell,Wigan Athletic,75,CB,Scotland,EPL,2,3,,,180cm,74kg,29
2010/2011,Frédéric Piquionne,West Ham United,75,ST,France,EPL,3,4,,,188cm,84kg,32
2010/2011,Paul Konchesky,Liverpool,75,LB,England,EPL,2,2,,,178cm,69kg,30
2010/2011,Marcus Hahnemann,Wolverhampton Wanderers,75,GK,United States,EPL,1,3,,,191cm,99kg,38
2010/2011,Matt Taylor,Bolton Wanderers,75,LM,England,EPL,3,4,,,178cm,74kg,29
2010/2011,Dickson Etuhu,Fulham,75,CDM,Nigeria,EPL,3,3,,,188cm,83kg,28
2010/2011,Tomasz Kuszczak,Manchester United,75,GK,Poland,EPL,1,2,,,190cm,84kg,29
2010/2011,Peter Løvenkrands,Newcastle United,75,LF,Denmark,EPL,3,3,,,180cm,76kg,31
2010/2011,Steve Sidwell,Aston Villa,75,CM,England,EPL,3,3,,,178cm,69kg,28
2010/2011,Gabriel Tamaş,West Bromwich Albion,75,CB,Romania,EPL,2,3,,,188cm,79kg,27
2010/2011,Robert Huth,Stoke City,75,CB,Germany,EPL,2,3,,,191cm,88kg,26
2010/2011,Michael Turner,Sunderland,75,CB,England,EPL,2,3,,,193cm,85kg,27
2010/2011,Carlos Salcido,Fulham,75,LWB,Mexico,EPL,3,4,,,176cm,75kg,31
2010/2011,Jô,Manchester City,75,ST,Brazil,EPL,4,3,,,189cm,70kg,24
2010/2011,Tuncay Şanli,Stoke City,75,CF,Turkey,EPL,4,3,,,182cm,70kg,29
2010/2011,Mark Noble,West Ham United,75,CM,England,EPL,3,3,,,180cm,76kg,24
2010/2011,Scott Carson,West Bromwich Albion,75,GK,England,EPL,1,3,,,189cm,88kg,25
2010/2011,Steven Taylor,Newcastle United,75,CB,England,EPL,2,3,,,188cm,81kg,25
2010/2011,Nikola Žigić,Birmingham City,75,ST,Serbia,EPL,3,3,,,202cm,96kg,30
2010/2011,Darron Gibson,Manchester United,75,CM,Republic of Ireland,EPL,2,4,,,183cm,80kg,23
2010/2011,Jamie O'Hara,Tottenham Hotspur,75,CM,England,EPL,3,2,,,180cm,78kg,24
2010/2011,Graham Dorrans,West Bromwich Albion,75,CM,Scotland,EPL,3,3,,,175cm,73kg,24
2010/2011,David N'Gog,Liverpool,75,ST,France,EPL,4,3,,,190cm,76kg,22
2010/2011,Nikola Kalinic,Blackburn Rovers,75,ST,Croatia,EPL,3,4,,,187cm,84kg,23
2010/2011,Jack Wilshere,Arsenal,75,CAM,England,EPL,4,3,,,170cm,65kg,19
2010/2011,Fábio,Manchester United,75,LWB,Brazil,EPL,3,4,,,172cm,69kg,20
2010/2011,Kevin Phillips,Birmingham City,74,ST,England,EPL,3,3,,,170cm,70kg,37
2010/2011,Luís Boa Morte,West Ham United,74,LW,Portugal,EPL,4,2,,,180cm,73kg,33
2010/2011,Habib Beye,Aston Villa,74,RB,Senegal,EPL,3,4,,,182cm,79kg,33
2010/2011,Titus Bramble,Sunderland,74,CB,England,EPL,2,3,,,185cm,87kg,29
2010/2011,Steed Malbranque,Sunderland,74,RM,France,EPL,3,3,,,168cm,73kg,31
2010/2011,Gaël Givet,Blackburn Rovers,74,CB,France,EPL,2,4,,,181cm,75kg,29
2010/2011,Pascal Chimbonda,Blackburn Rovers,74,RB,France,EPL,3,4,,,180cm,70kg,32
2010/2011,Philippe Senderos,Fulham,74,CB,Switzerland,EPL,2,2,,,190cm,87kg,26
2010/2011,Simon Davies,Fulham,74,RM,Wales,EPL,3,4,,,178cm,76kg,31
2010/2011,Boaz Myhill,West Bromwich Albion,74,GK,Wales,EPL,1,3,,,191cm,92kg,28
