season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2009/2010,Jussi Jääskeläinen,Bolton Wanderers,84,GK,Finland,EPL,,2,,,193cm,80kg,35
2009/2010,Michael Carrick,Manchester United,84,CM,England,EPL,,4,,,185cm,74kg,28
2009/2010,Joseph Yobo,Everton,84,CB,Nigeria,EPL,,3,,,184cm,76kg,29
2009/2010,Patrice Evra,Manchester United,84,LWB,France,EPL,,2,,,175cm,76kg,29
2009/2010,Rob Green,West Ham United,84,GK,England,EPL,,4,,,188cm,93kg,30
2009/2010,Alberto Aquilani,Liverpool,84,CM,Italy,EPL,,4,,,186cm,77kg,25
2009/2010,Vincent Kompany,Manchester City,84,CB,Belgium,EPL,,4,,,191cm,91kg,24
2009/2010,Yuriy Zhirkov,Chelsea,84,LM,Russia,EPL,,3,,,178cm,70kg,26
2009/2010,Eduardo Alves da Silva,Arsenal,84,ST,Croatia,EPL,,4,,,177cm,62kg,27
2009/2010,Paul Scholes,Manchester United,82,CM,England,EPL,,3,,,170cm,74kg,35
2009/2010,Robbie Keane,Tottenham Hotspur,82,CF,Republic of Ireland,EPL,,3,,,175cm,73kg,29
2009/2010,John Terry,Chelsea,82,CB,England,EPL,,3,,,186cm,91kg,29
2009/2010,Dirk Kuyt,Liverpool,82,ST,Netherlands,EPL,,3,,,183cm,77kg,29
2009/2010,John Carew,Aston Villa,82,ST,Norway,EPL,,3,,,193cm,88kg,30
2009/2010,Ashley Cole,Chelsea,82,LWB,England,EPL,,3,,,176cm,67kg,29
2009/2010,Brede Hangeland,Fulham,82,CB,Norway,EPL,,3,,,195cm,92kg,28
2009/2010,Tim Cahill,Everton,82,CAM,Australia,EPL,,4,,,178cm,69kg,30
2009/2010,Manuel Almunia Rivero,Arsenal,82,GK,Spain,EPL,,3,,,191cm,86kg,33
2009/2010,Glen Johnson,Liverpool,82,RB,England,EPL,,3,,,180cm,76kg,25
2009/2010,Joleon Lescott,Manchester City,82,CB,England,EPL,,3,,,188cm,83kg,27
2009/2010,Ashley Young,Aston Villa,82,LW,England,EPL,,3,,,175cm,65kg,24
2009/2010,Gabriel Agbonlahor,Aston Villa,82,ST,England,EPL,,4,,,181cm,79kg,23
2009/2010,Samir Nasri,Arsenal,82,CAM,France,EPL,,4,,,177cm,75kg,22
2009/2010,Anderson Luis de Abreu Oliveira,Manchester United,82,CM,Brazil,EPL,,3,,,176cm,69kg,22
2009/2010,David James,Portsmouth,81,GK,England,EPL,,2,,,196cm,92kg,39
2009/2010,Craig Bellamy,Manchester City,81,ST,Wales,EPL,,3,,,175cm,68kg,30
2009/2010,Owen Hargreaves,Manchester United,81,CDM,England,EPL,,4,,,180cm,73kg,29
2009/2010,Paul Robinson,Blackburn Rovers,81,GK,England,EPL,,2,,,190cm,90kg,30
2009/2010,Jermain Defoe,Tottenham Hotspur,81,ST,England,EPL,,3,,,171cm,65kg,27
2009/2010,Anderson Luís de Souza,Chelsea,81,CM,Portugal,EPL,,4,,,174cm,73kg,32
2009/2010,Stewart Downing,Aston Villa,81,LW,England,EPL,,3,,,180cm,64kg,25
2009/2010,Andriy Voronin,Liverpool,81,ST,Ukraine,EPL,,5,,,179cm,73kg,30
2009/2010,Alex Rodrigo Dias da Costa,Chelsea,81,CB,Brazil,EPL,,3,,,188cm,89kg,27
2009/2010,James Milner,Aston Villa,81,RW,England,EPL,,4,,,176cm,70kg,24
2009/2010,Salomon Kalou,Chelsea,81,LW,Ivory Coast,EPL,,3,,,186cm,77kg,24
2009/2010,Micah Richards,Manchester City,81,RB,England,EPL,,3,,,181cm,83kg,21
2009/2010,Luka Modric,Tottenham Hotspur,81,CAM,Croatia,EPL,,5,,,173cm,65kg,24
2009/2010,Ryan Giggs,Manchester United,80,LM,Wales,EPL,,3,,,180cm,70kg,36
2009/2010,Mark Schwarzer,Fulham,80,GK,Australia,EPL,,3,,,194cm,85kg,37
2009/2010,José Bosingwa da Silva,Chelsea,80,RWB,Portugal,EPL,,4,,,183cm,75kg,27
2009/2010,John O'Shea,Manchester United,80,RB,Republic of Ireland,EPL,,3,,,190cm,75kg,29
2009/2010,Louis Saha,Everton,80,ST,France,EPL,,4,,,184cm,75kg,31
2009/2010,Jamie Carragher,Liverpool,80,CB,England,EPL,,2,,,183cm,76kg,32
2009/2010,El-Hadji Diouf,Blackburn Rovers,80,RF,Senegal,EPL,,4,,,182cm,75kg,29
2009/2010,Andrew Johnson,Fulham,80,ST,England,EPL,,3,,,170cm,64kg,29
2009/2010,Martin Petrov,Manchester City,80,LW,Bulgaria,EPL,,2,,,180cm,77kg,31
2009/2010,Juliano Haus Belletti,Chelsea,80,RB,Brazil,EPL,,3,,,179cm,74kg,33
2009/2010,Florent Malouda,Chelsea,80,LM,France,EPL,,3,,,181cm,73kg,29
2009/2010,Jermaine Jenas,Tottenham Hotspur,80,CM,England,EPL,,3,,,181cm,75kg,27
2009/2010,John Heitinga,Everton,80,CB,Netherlands,EPL,,3,,,180cm,72kg,26
2009/2010,John Utaka,Portsmouth,80,RF,Nigeria,EPL,,3,,,180cm,82kg,28
2009/2010,Matt Taylor,Bolton Wanderers,80,LM,England,EPL,,4,,,178cm,74kg,28
2009/2010,Phil Jagielka,Everton,80,CB,England,EPL,,3,,,180cm,83kg,27
2009/2010,Yakubu Ayegbeni,Everton,80,ST,Nigeria,EPL,,4,,,183cm,83kg,27
2009/2010,Nani,Manchester United,80,LW,Portugal,EPL,,4,,,175cm,66kg,23
2009/2010,Jô,Everton,80,ST,Brazil,EPL,,3,,,189cm,70kg,23
2009/2010,Pablo Zabaleta,Manchester City,80,RB,Argentina,EPL,,3,,,173cm,69kg,25
2009/2010,Daniel Agger,Liverpool,80,CB,Denmark,EPL,,4,,,189cm,79kg,25
2009/2010,Gaël Clichy,Arsenal,80,LWB,France,EPL,,4,,,182cm,72kg,24
2009/2010,Ryan Babel,Liverpool,80,LW,Netherlands,EPL,,3,,,183cm,73kg,23
2009/2010,Leighton Baines,Everton,80,LB,England,EPL,,3,,,170cm,74kg,25
2009/2010,Antonio Valencia,Manchester United,80,RW,Ecuador,EPL,,4,,,181cm,73kg,24
2009/2010,Stephen Ireland,Manchester City,80,CAM,Republic of Ireland,EPL,,4,,,175cm,68kg,23
2009/2010,Vedran Corluka,Tottenham Hotspur,80,RB,Croatia,EPL,,3,,,193cm,88kg,24
2009/2010,Joe Cole,Chelsea,79,RM,England,EPL,,4,,,176cm,73kg,28
2009/2010,Carlo Cudicini,Tottenham Hotspur,79,GK,Italy,EPL,,3,,,185cm,80kg,36
2009/2010,Stiliyan Petrov,Aston Villa,79,CM,Bulgaria,EPL,,4,,,180cm,77kg,30
2009/2010,Shaun Wright-Phillips,Manchester City,79,RW,England,EPL,,3,,,166cm,64kg,28
2009/2010,Ricardo Alberto Silveira de Carvalho,Chelsea,79,CB,Portugal,EPL,,3,,,183cm,76kg,32
2009/2010,Michael Owen,Manchester United,79,ST,England,EPL,,4,,,173cm,70kg,30
2009/2010,Wilfred Bouma,Aston Villa,79,LB,Netherlands,EPL,,3,,,178cm,83kg,31
2009/2010,Scott Parker,West Ham United,79,CM,England,EPL,,3,,,175cm,69kg,29
2009/2010,Chris Kirkland,Wigan Athletic,79,GK,England,EPL,,3,,,191cm,74kg,29
2009/2010,Roque Santa Cruz,Manchester City,79,ST,Paraguay,EPL,,4,,,191cm,82kg,28
2009/2010,Barry Ferguson,Birmingham City,79,CM,Scotland,EPL,,2,,,178cm,73kg,32
2009/2010,Pascal Chimbonda,Blackburn Rovers,79,RB,France,EPL,,4,,,180cm,70kg,31
2009/2010,Geovanni Deiberson Maurício,Hull City,79,RW,Brazil,EPL,,3,,,172cm,67kg,30
2009/2010,Morten Gamst Pedersen,Blackburn Rovers,79,LM,Norway,EPL,,4,,,183cm,74kg,28
2009/2010,Darren Bent,Sunderland,79,ST,England,EPL,,3,,,180cm,73kg,26
2009/2010,Robbie Blake,Burnley,79,CF,England,EPL,,4,,,175cm,76kg,34
2009/2010,Albert Riera Ortega,Liverpool,79,LM,Spain,EPL,,3,,,188cm,83kg,28
2009/2010,Emmanuel Eboué,Arsenal,79,RM,Ivory Coast,EPL,,3,,,178cm,73kg,26
2009/2010,Joe Hart,Birmingham City,79,GK,England,EPL,,3,,,191cm,84kg,23
2009/2010,Thomas Vermaelen,Arsenal,79,CB,Belgium,EPL,,3,,,182cm,82kg,24
2009/2010,Ben Foster,Manchester United,79,GK,England,EPL,,2,,,188cm,80kg,27
2009/2010,Abou Diaby,Arsenal,79,CM,France,EPL,,2,,,191cm,76kg,24
2009/2010,Onuoha,Manchester City,79,CB,England,EPL,,3,,,183cm,95kg,23
2009/2010,Brad Guzan,Aston Villa,79,GK,United States,EPL,,3,,,193cm,95kg,25
2009/2010,Theo Walcott,Arsenal,79,RW,England,EPL,,3,,,175cm,67kg,21
2009/2010,Carlos Vela,Arsenal,79,ST,Mexico,EPL,,3,,,178cm,72kg,21
2009/2010,Lee Cattermole,Sunderland,79,CM,England,EPL,,4,,,178cm,72kg,22
2009/2010,Giovani dos Santos,Tottenham Hotspur,79,CF,Mexico,EPL,,4,,,171cm,60kg,21
2009/2010,Marouane Fellaini,Everton,79,CDM,Belgium,EPL,,4,,,194cm,85kg,22
2009/2010,Dean Ashton,West Ham United,78,ST,England,EPL,,4,,,185cm,78kg,26
2009/2010,Johan Elmander,Bolton Wanderers,78,ST,Sweden,EPL,,4,,,188cm,84kg,28
2009/2010,Tomáš Rosický,Arsenal,78,CAM,Czech Republic,EPL,,4,,,178cm,68kg,29
2009/2010,Yossi Benayoun,Liverpool,78,CAM,Israel,EPL,,4,,,178cm,70kg,30
2009/2010,Olivier Kapo,Wigan Athletic,78,LF,France,EPL,,3,,,185cm,81kg,29
2009/2010,Jimmy Bullard,Hull City,78,CM,England,EPL,,3,,,180cm,73kg,31
2009/2010,James McFadden,Birmingham City,78,CF,Scotland,EPL,,3,,,178cm,75kg,27
2009/2010,Ledley King,Tottenham Hotspur,78,CB,England,EPL,,3,,,188cm,91kg,29
2009/2010,Luke Young,Aston Villa,78,RB,England,EPL,,3,,,183cm,78kg,30
2009/2010,Tom Huddlestone,Tottenham Hotspur,78,CM,England,EPL,,3,,,190cm,94kg,23
2009/2010,Steve Sidwell,Aston Villa,78,CM,England,EPL,,3,,,178cm,69kg,27
2009/2010,Benni McCarthy,Blackburn Rovers,78,ST,South Africa,EPL,,4,,,183cm,87kg,32
2009/2010,Benjani Mwaruwari,Manchester City,78,ST,Zimbabwe,EPL,,3,,,182cm,78kg,31
2009/2010,Darren Fletcher,Manchester United,78,CM,Scotland,EPL,,3,,,184cm,83kg,26
2009/2010,Nigel Reo-Coker,Aston Villa,78,CM,England,EPL,,3,,,175cm,76kg,26
2009/2010,Alan Hutton,Tottenham Hotspur,78,RB,Scotland,EPL,,3,,,185cm,72kg,25
2009/2010,Javier Mascherano,Liverpool,78,CDM,Argentina,EPL,,4,,,170cm,85kg,25
2009/2010,Tuncay Şanli,Stoke City,78,CF,Turkey,EPL,,3,,,182cm,70kg,28
2009/2010,Hérita Ilunga,West Ham United,78,LWB,DR Congo,EPL,,3,,,180cm,74kg,28
2009/2010,Roman Pavlyuchenko,Tottenham Hotspur,78,ST,Russia,EPL,,3,,,188cm,78kg,28
2009/2010,Márton Fülöp,Sunderland,78,GK,Hungary,EPL,,4,,,196cm,92kg,27
2009/2010,Benoît Assou-Ekotto,Tottenham Hotspur,78,LB,Cameroon,EPL,,4,,,178cm,69kg,26
2009/2010,Valon Behrami,West Ham United,78,RM,Switzerland,EPL,,4,,,186cm,78kg,25
2009/2010,Alessandro Diamanti,West Ham United,78,CAM,Italy,EPL,,4,,,180cm,73kg,27
2009/2010,Charles N'Zogbia,Wigan Athletic,78,LM,France,EPL,,3,,,170cm,70kg,23
2009/2010,Martin Škrtel,Liverpool,78,CB,Slovakia,EPL,,3,,,193cm,81kg,25
2009/2010,Jamie O'Hara,Portsmouth,78,CM,England,EPL,,2,,,180cm,78kg,23
2009/2010,Wilson Palacios,Tottenham Hotspur,78,CM,Honduras,EPL,,4,,,178cm,71kg,25
2009/2010,Christian Benítez,Birmingham City,78,CF,Ecuador,EPL,,4,,,168cm,70kg,24
2009/2010,Branislav Ivanović,Chelsea,78,CB,Serbia,EPL,,4,,,188cm,86kg,26
2009/2010,Rafael,Manchester United,78,RWB,Brazil,EPL,,4,,,172cm,69kg,19
2009/2010,Antti Niemi,Portsmouth,77,GK,Finland,EPL,,3,,,185cm,82kg,37
2009/2010,Brett Emerton,Blackburn Rovers,77,RM,Australia,EPL,,2,,,185cm,85kg,31
2009/2010,Emile Heskey,Aston Villa,77,ST,England,EPL,,4,,,188cm,88kg,32
2009/2010,Luís Boa Morte,West Ham United,77,LW,Portugal,EPL,,2,,,180cm,73kg,32
2009/2010,Mikael Silvestre,Arsenal,77,CB,France,EPL,,2,,,183cm,83kg,32
2009/2010,Kieron Dyer,West Ham United,77,CAM,England,EPL,,3,,,173cm,64kg,31
2009/2010,Aaron Hughes,Fulham,77,CB,Northern Ireland,EPL,,3,,,183cm,72kg,30
2009/2010,Fábio Aurélio Rodrígues,Liverpool,77,LWB,Brazil,EPL,,2,,,173cm,74kg,30
2009/2010,Sylvain Distin,Everton,77,CB,France,EPL,,3,,,192cm,88kg,32
2009/2010,Steven Reid,Blackburn Rovers,77,CM,Republic of Ireland,EPL,,3,,,180cm,74kg,29
2009/2010,Aruna Dindane,Portsmouth,77,ST,Ivory Coast,EPL,,3,,,174cm,80kg,29
2009/2010,Ji Sung Park,Manchester United,77,RM,Korea Republic,EPL,,3,,,175cm,70kg,29
2009/2010,Andrea Dossena,Liverpool,77,LWB,Italy,EPL,,2,,,180cm,79kg,28
2009/2010,Jonathan Woodgate,Tottenham Hotspur,77,CB,England,EPL,,3,,,189cm,80kg,30
2009/2010,Matthew Upson,West Ham United,77,CB,England,EPL,,3,,,185cm,72kg,31
2009/2010,Peter Crouch,Tottenham Hotspur,77,ST,England,EPL,,3,,,201cm,79kg,29
2009/2010,Boaz Myhill,Hull City,77,GK,Wales,EPL,,3,,,191cm,92kg,27
2009/2010,Jason Koumas,Wigan Athletic,77,CAM,Wales,EPL,,4,,,178cm,74kg,30
2009/2010,Craig Gordon,Sunderland,77,GK,Scotland,EPL,,2,,,193cm,77kg,27
2009/2010,Nigel de Jong,Manchester City,77,CDM,Netherlands,EPL,,4,,,174cm,72kg,25
2009/2010,Marcus Hahnemann,Wolverhampton Wanderers,77,GK,United States,EPL,,3,,,191cm,99kg,37
2009/2010,Stephen Warnock,Aston Villa,77,LB,England,EPL,,3,,,178cm,75kg,28
2009/2010,Nadir Belhadj,Portsmouth,77,LWB,Algeria,EPL,,3,,,175cm,67kg,27
2009/2010,Gomes,Tottenham Hotspur,77,GK,Brazil,EPL,,2,,,191cm,87kg,29
2009/2010,Luis Antonio Jiménez,West Ham United,77,CAM,Chile,EPL,,4,,,183cm,75kg,25
2009/2010,Carlos Javier Cuéllar Jiménez,Aston Villa,77,CB,Spain,EPL,,3,,,190cm,84kg,28
2009/2010,Diniyar Bilyaletdinov,Everton,77,LM,Russia,EPL,,3,,,185cm,79kg,25
2009/2010,David Bentley,Tottenham Hotspur,77,RM,England,EPL,,3,,,175cm,68kg,25
2009/2010,Anthony Vanden Borre,Portsmouth,77,RWB,Belgium,EPL,,3,,,185cm,80kg,22
2009/2010,Niko Kranjčar,Tottenham Hotspur,77,CAM,Croatia,EPL,,4,,,185cm,83kg,25
2009/2010,Leon Osman,Everton,77,CM,England,EPL,,3,,,173cm,64kg,29
2009/2010,John Michael Nchekube Obinna,Chelsea,77,CDM,Nigeria,EPL,,3,,,188cm,81kg,23
2009/2010,Lukasz Fabianski,Arsenal,77,GK,Poland,EPL,,2,,,190cm,84kg,25
2009/2010,Nicklas Bendtner,Arsenal,77,ST,Denmark,EPL,,3,,,192cm,78kg,22
2009/2010,Wayne Hennessey,Wolverhampton Wanderers,77,GK,Wales,EPL,,2,,,196cm,88kg,23
2009/2010,Denilson Pereira Neves,Arsenal,77,CM,Brazil,EPL,,3,,,180cm,68kg,22
2009/2010,Kieran Gibbs,Arsenal,77,LWB,England,EPL,,1,,,178cm,64kg,20
2009/2010,Wayne Bridge,Manchester City,76,LB,England,EPL,,2,,,178cm,75kg,29
2009/2010,Bernard Mendy,Hull City,76,RB,France,EPL,,3,,,180cm,77kg,28
2009/2010,Danny Murphy,Fulham,76,CM,England,EPL,,3,,,175cm,69kg,33
2009/2010,Lars Jacobsen,Blackburn Rovers,76,RB,Denmark,EPL,,4,,,181cm,78kg,30
2009/2010,Jan Vennegoor of Hesselink,Hull City,76,ST,Netherlands,EPL,,4,,,191cm,87kg,31
2009/2010,Christopher Samba,Blackburn Rovers,76,CB,DR Congo,EPL,,2,,,193cm,91kg,26
2009/2010,Papa Bouba Diop,Portsmouth,76,CDM,Senegal,EPL,,2,,,194cm,94kg,32
2009/2010,Mario Melchiot,Wigan Athletic,76,RB,Netherlands,EPL,,3,,,188cm,80kg,33
2009/2010,Carlton Cole,West Ham United,76,ST,England,EPL,,3,,,190cm,78kg,26
2009/2010,Damien Duff,Fulham,76,LW,Republic of Ireland,EPL,,3,,,175cm,77kg,31
2009/2010,Brian Jensen,Burnley,76,GK,Denmark,EPL,,2,,,185cm,78kg,34
2009/2010,Marlon King,Wigan Athletic,76,ST,Jamaica,EPL,,4,,,185cm,78kg,30
2009/2010,Sotirios Kyrgiakos,Liverpool,76,CB,Greece,EPL,,3,,,193cm,88kg,30
2009/2010,Daniel Cousin,Hull City,76,ST,Gabon,EPL,,3,,,187cm,82kg,33
2009/2010,Paulo Renato Rebocho Ferreira,Chelsea,76,RB,Portugal,EPL,,4,,,182cm,76kg,31
2009/2010,Thomas Sørensen,Stoke City,76,GK,Denmark,EPL,,3,,,195cm,89kg,33
2009/2010,Diego Cavalieri,Liverpool,76,GK,Brazil,EPL,,2,,,191cm,86kg,27
2009/2010,Kieran Richardson,Sunderland,76,LM,England,EPL,,3,,,179cm,71kg,25
2009/2010,Paulo Da Silva,Sunderland,76,CB,Paraguay,EPL,,3,,,184cm,86kg,30
2009/2010,Silvio Mendes Campos Jr.,Manchester City,76,LB,Brazil,EPL,,3,,,173cm,66kg,36
2009/2010,Angelos Basinas,Portsmouth,76,CDM,Greece,EPL,,3,,,178cm,75kg,34
2009/2010,Aaron Lennon,Tottenham Hotspur,76,RW,England,EPL,,3,,,165cm,72kg,23
2009/2010,Ross Turnbull,Chelsea,76,GK,England,EPL,,2,,,193cm,85kg,25
2009/2010,Curtis Davies,Aston Villa,76,CB,England,EPL,,3,,,188cm,76kg,25
2009/2010,Gary Cahill,Bolton Wanderers,76,CB,England,EPL,,3,,,188cm,71kg,24
2009/2010,Cameron Jerome,Birmingham City,76,ST,England,EPL,,3,,,185cm,86kg,23
2009/2010,Hugo Rodallega,Wigan Athletic,76,ST,Colombia,EPL,,3,,,181cm,72kg,24
2009/2010,Jordi Gómez García-Penche,Wigan Athletic,76,CAM,Spain,EPL,,3,,,178cm,74kg,25
2009/2010,Sébastien Bassong,Tottenham Hotspur,76,CB,France,EPL,,3,,,187cm,75kg,23
2009/2010,Gareth Bale,Tottenham Hotspur,76,LB,Wales,EPL,,3,,,183cm,74kg,20
2009/2010,Kevin-Prince Boateng,Portsmouth,76,CM,Germany,EPL,,4,,,184cm,74kg,23
2009/2010,Maynor Figueroa,Wigan Athletic,76,LB,Honduras,EPL,,2,,,180cm,85kg,27
2009/2010,Lucas Leiva,Liverpool,76,CM,Brazil,EPL,,3,,,179cm,73kg,23
2009/2010,Dan Gosling,Everton,76,RM,England,EPL,,3,,,178cm,73kg,20
2009/2010,Nikola Kalinic,Blackburn Rovers,76,ST,Croatia,EPL,,3,,,187cm,84kg,22
2009/2010,Danny Welbeck,Manchester United,76,CF,England,EPL,,3,,,185cm,73kg,19
2009/2010,Nenad Milijaš,Wolverhampton Wanderers,76,CM,Serbia,EPL,,2,,,188cm,85kg,27
2009/2010,Steve Finnan,Portsmouth,75,RB,Republic of Ireland,EPL,,4,,,183cm,81kg,34
2009/2010,Ryan Nelsen,Blackburn Rovers,75,CB,New Zealand,EPL,,3,,,183cm,90kg,32
2009/2010,Ricardo Gardner,Bolton Wanderers,75,LW,Jamaica,EPL,,3,,,175cm,70kg,31
2009/2010,Richard Dunne,Aston Villa,75,CB,Republic of Ireland,EPL,,3,,,188cm,96kg,30
2009/2010,Nwankwo Kanu,Portsmouth,75,CF,Nigeria,EPL,,3,,,197cm,80kg,33
2009/2010,Kevin Davies,Bolton Wanderers,75,ST,England,EPL,,3,,,183cm,81kg,33
2009/2010,Habib Beye,Aston Villa,75,RB,Senegal,EPL,,4,,,182cm,79kg,32
2009/2010,Wes Brown,Manchester United,75,CB,England,EPL,,3,,,185cm,75kg,30
2009/2010,Titus Bramble,Wigan Athletic,75,CB,England,EPL,,3,,,185cm,87kg,28
2009/2010,James Collins,Aston Villa,75,CB,Wales,EPL,,3,,,193cm,90kg,26
2009/2010,Paul Scharner,Wigan Athletic,75,CB,Austria,EPL,,3,,,191cm,80kg,30
2009/2010,Frédéric Piquionne,Portsmouth,75,ST,France,EPL,,4,,,188cm,84kg,31
2009/2010,Jonathan Greening,Fulham,75,CDM,England,EPL,,4,,,180cm,70kg,31
2009/2010,David Dunn,Blackburn Rovers,75,CM,England,EPL,,3,,,175cm,77kg,30
2009/2010,Paul Konchesky,Fulham,75,LB,England,EPL,,3,,,178cm,69kg,29
2009/2010,Zat Knight,Bolton Wanderers,75,CB,England,EPL,,1,,,198cm,87kg,30
2009/2010,Anton Ferdinand,Sunderland,75,CB,England,EPL,,3,,,183cm,74kg,25
2009/2010,Bobby Zamora,Fulham,75,ST,England,EPL,,3,,,183cm,74kg,29
2009/2010,Erik Edman,Wigan Athletic,75,LB,Sweden,EPL,,3,,,180cm,78kg,31
2009/2010,Abdoulaye Faye,Stoke City,75,CB,Senegal,EPL,,3,,,187cm,87kg,32
2009/2010,John Mensah,Sunderland,75,CB,Ghana,EPL,,3,,,180cm,81kg,27
2009/2010,Robert Huth,Stoke City,75,CB,Germany,EPL,,3,,,188cm,82kg,25
2009/2010,Hassan Yebda,Portsmouth,75,CM,France,EPL,,3,,,187cm,77kg,26
2009/2010,Guillermo Franco,West Ham United,75,ST,Mexico,EPL,,4,,,182cm,76kg,33
2009/2010,Diomansy Kamará,Fulham,75,ST,Senegal,EPL,,4,,,181cm,77kg,29
2009/2010,Kevin Doyle,Wolverhampton Wanderers,75,ST,Republic of Ireland,EPL,,3,,,182cm,84kg,26
2009/2010,Danny Collins,Stoke City,75,CB,Wales,EPL,,3,,,182cm,76kg,29
2009/2010,Clint Dempsey,Fulham,75,RM,United States,EPL,,3,,,185cm,84kg,27
2009/2010,Julien Faubert,West Ham United,75,RM,France,EPL,,3,,,180cm,75kg,26
2009/2010,Johan Djourou,Arsenal,75,CB,Switzerland,EPL,,3,,,192cm,89kg,23
2009/2010,Sebastian Larsson,Birmingham City,75,RM,Sweden,EPL,,3,,,178cm,70kg,24
2009/2010,Daniel Sturridge,Chelsea,75,ST,England,EPL,,4,,,188cm,76kg,20
2009/2010,Jozy Altidore,Hull City,75,ST,United States,EPL,,4,,,185cm,80kg,20
2009/2010,Michael Johnson,Manchester City,75,CM,England,EPL,,3,,,183cm,79kg,22
2009/2010,Fabian Delph,Aston Villa,75,CM,England,EPL,,4,,,176cm,64kg,20
2009/2010,Nathan Delfouneso,Aston Villa,75,ST,England,EPL,,4,,,186cm,78kg,19
2009/2010,Jack Collison,West Ham United,75,CM,Wales,EPL,,3,,,182cm,87kg,21
2009/2010,Aaron Ramsey,Arsenal,75,CM,Wales,EPL,,3,,,178cm,76kg,19
2009/2010,Kyle Naughton,Tottenham Hotspur,75,RB,England,EPL,,4,,,180cm,76kg,21
2009/2010,José Baxter,Everton,75,CF,England,EPL,,3,,,179cm,74kg,18
2009/2010,Nemanja Matic,Chelsea,75,CM,Serbia,EPL,,2,,,194cm,82kg,21
2009/2010,Gary Neville,Manchester United,74,RB,England,EPL,,3,,,179cm,79kg,35
2009/2010,Erik Nevland,Fulham,74,ST,Norway,EPL,,4,,,177cm,70kg,32
2009/2010,Lee Bowyer,Birmingham City,74,CM,England,EPL,,3,,,175cm,62kg,33
2009/2010,Rory Delap,Stoke City,74,RM,Republic of Ireland,EPL,,3,,,183cm,74kg,33
2009/2010,Hermann Hreiðarsson,Portsmouth,74,LB,Iceland,EPL,,3,,,190cm,82kg,35
2009/2010,Miguel Ángel Salgado Fernández,Blackburn Rovers,74,RB,Spain,EPL,,3,,,174cm,75kg,34
2009/2010,James Beattie,Stoke City,74,ST,England,EPL,,3,,,185cm,84kg,32
2009/2010,Danny Gabbidon,West Ham United,74,CB,Wales,EPL,,3,,,178cm,71kg,30
